,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal,HeurTime,HeurVal
0,3.0,9.0,70.0,0.5103995185409494,7200.015599012375,267964.0,570.1382093906711,570.1382093906711,7201.242426872253
1,4.0,9.0,30.0,0.5810137001233042,7200.017156124115,547165.0,659.9347617121786,659.9347617121786,7200.330790042877
2,4.0,9.0,40.0,0.4753037944280905,7200.014614105225,516967.0,637.1035133051492,637.1035133051492,7200.320580005646
3,4.0,9.0,50.0,0.4691048422159942,7200.01194190979,482277.0,598.2523433544801,598.2523433544801,7200.315213441849
4,4.0,9.0,60.0,0.5111622369895824,7200.015311002731,377827.0,610.8393923459585,610.8393923459585,7200.319348335266
5,4.0,9.0,70.0,0.47142993763318636,7200.014386892319,513185.0,593.0629151839158,593.0629151839158,7200.3242444992065
6,0.0,10.0,30.0,0.8027108659497006,7200.018138885498,181087.0,503.55254465892466,503.55254465892466,7206.128437757492
7,0.0,10.0,40.0,0.8276989556597508,7200.016706943512,188303.0,517.0928801015361,517.0928801015361,7204.708357334137
8,0.0,10.0,50.0,0.8148747999803782,7200.022469043732,163519.0,512.8119431085106,512.8119431085106,7204.749912977219
9,0.0,10.0,60.0,0.8121432061768808,7200.017166852951,245993.0,531.638130296307,531.638130296307,7204.734601974487
10,0.0,10.0,70.0,0.827553844344846,7200.7582540512085,238852.0,521.0821177989878,521.0821177989878,7205.588120937347
11,1.0,10.0,30.0,0.7029842696255549,7200.01991891861,302213.0,682.8132712056878,682.8132712056878,7200.69885468483
12,1.0,10.0,40.0,0.7496500158746486,7200.020149946213,180932.0,669.3333214918564,669.3333214918564,7200.704713106155
13,1.0,10.0,50.0,0.7297203818899337,7200.021813154221,174415.0,663.812649527251,663.812649527251,7200.68736410141
14,1.0,10.0,60.0,0.7174293092393601,7200.019691944122,222791.0,655.8462124341202,655.8462124341202,7200.707428455353
15,1.0,10.0,70.0,0.7197127505170081,7200.0161418914795,206933.0,628.7467555443259,628.7467555443259,7200.7077848911285
16,2.0,10.0,30.0,0.7392946523290578,7200.018121957779,348525.0,776.6422334204292,776.6422334204292,7200.43609213829
17,2.0,10.0,40.0,0.7212900798412517,7200.017421007156,245466.0,737.3065493923475,737.3065493923475,7200.386765956879
18,2.0,10.0,50.0,0.732331550348751,7200.019441843033,192688.0,715.3883889813542,715.3883889813542,7200.441924333572
19,2.0,10.0,60.0,0.6989525619441331,7200.019120931625,237281.0,696.2932450992457,696.2932450992457,7200.404590845108
20,2.0,10.0,70.0,0.7469234332613466,7200.017701864243,283283.0,779.8377196914405,779.8377196914405,7200.408847332001
21,3.0,10.0,30.0,0.5736973069664276,7200.016301870346,547954.0,812.3707507385824,812.3707507385824,7200.1985404491425
22,3.0,10.0,40.0,0.5917419172067241,7200.012819051743,413465.0,818.5509682008642,818.5509682008642,7200.21383690834
23,3.0,10.0,50.0,0.6083075848051326,7200.054616928101,294848.0,797.4052515021654,797.4052515021654,7200.243515968323
24,3.0,10.0,60.0,0.5542216895340626,7200.017539978027,307378.0,713.9797318626959,713.9797318626959,7200.231244564056
25,3.0,10.0,70.0,0.597357342456141,7200.016909837723,279669.0,755.4353770949174,755.4353770949174,7200.198886632919
26,4.0,10.0,30.0,0.6664901976282275,7200.018807888031,268280.0,580.0791585182452,580.0791585182453,7201.326204061508
27,4.0,10.0,40.0,0.5874386367099892,7200.016602039337,265092.0,564.560694409111,564.560694409111,7201.141517400742
28,4.0,10.0,50.0,0.7621406394972736,7200.01491189003,331576.0,594.3798627410607,594.3798627410607,7201.166540622711
29,4.0,10.0,60.0,0.7315725004648189,7200.016318798065,295960.0,575.1936148201528,575.1936148201528,7201.090322732925
30,4.0,10.0,70.0,0.7202802070182872,7200.027345895767,220755.0,581.5603518834647,581.5603518834647,7201.180980920792
31,0.0,11.0,30.0,0.8367796461693322,7200.018779039383,198603.0,786.9832469233028,786.9832469233029,7200.579078912735
32,0.0,11.0,40.0,0.7661688013609224,7200.020534992218,137490.0,768.1531818244648,768.1531818244648,7200.610979557037
33,0.0,11.0,50.0,0.7768535048171872,7200.030855894089,173872.0,729.7446839465997,729.7446839465997,7200.637229919434
34,0.0,11.0,60.0,0.8178955929885104,7200.017429113388,159430.0,803.9506643274076,803.9506643274076,7200.605103969574
35,0.0,11.0,70.0,0.8197181732643417,7200.020997047424,225572.0,806.1856478877861,806.1856478877861,7200.616007328033
36,1.0,11.0,30.0,0.850133646982981,7200.3619520664215,96617.0,729.66736849993,729.66736849993,7203.882014989853
37,1.0,11.0,40.0,0.829125402003213,7200.021229982376,172665.0,742.9944140871296,742.9944140871296,7203.497154474258
38,1.0,11.0,50.0,0.8284414531338359,7200.017280101776,187030.0,680.0716427537602,680.0716427537602,7203.473154783249
39,1.0,11.0,60.0,0.8372442717595766,7200.027361154556,104675.0,704.5634356051607,704.5634356051607,7203.555716514587
40,1.0,11.0,70.0,0.8395126531974445,7200.025070905685,199324.0,739.215327856585,739.215327856585,7203.507936239243
41,2.0,11.0,30.0,0.6691064595883349,7200.012892961502,373660.0,871.394543329036,871.394543329036,7200.415251731873
42,2.0,11.0,40.0,0.6677689067981211,7200.026301145554,294288.0,863.2533683455988,863.2533683455988,7200.4470155239105
43,2.0,11.0,50.0,0.6815784334285686,7200.016607999802,238340.0,863.2533754556473,863.2533754556473,7200.431517124176
44,2.0,11.0,60.0,0.7014577017480826,7200.014801025391,276502.0,863.2533676807516,863.2533676807516,7200.431310176849
45,2.0,11.0,70.0,0.7091171564651773,7200.015707015991,332260.0,863.2534181435235,863.2534181435235,7200.431472539902
46,3.0,11.0,30.0,0.7915702009094899,7200.027667999268,234649.0,665.9080473042198,665.9080473042198,7207.333429574966
47,3.0,11.0,40.0,0.8104919859668009,7200.027185916901,257099.0,637.5671514049832,637.5671514049832,7207.284143686295
48,3.0,11.0,50.0,0.733603071093917,7200.0211300849915,295659.0,629.1299383607347,629.1299383607347,7207.23255777359
49,3.0,11.0,60.0,0.799846073642996,7200.770112037659,346988.0,663.1251894668997,663.1251894668997,7207.971102237701
50,3.0,11.0,70.0,0.766804446697649,7200.016350984573,289506.0,633.1513808776747,633.1513808776747,7207.284397363663
51,4.0,11.0,30.0,0.7462599917188271,7200.014107942581,401728.0,779.0491556737469,779.0491556737469,7200.47184920311
52,4.0,11.0,40.0,0.7649165550054492,7200.016983985901,264941.0,779.0490661461586,779.0490661461586,7200.458919763565
53,4.0,11.0,50.0,0.7115965407562782,7200.01974105835,187814.0,685.8103057677846,685.8103057677846,7200.467342376709
54,4.0,11.0,60.0,0.7892452307708457,7200.241857051849,229677.0,735.3799711977088,735.3799711977088,7200.682243585587
55,4.0,11.0,70.0,0.7284139886521,7200.732550859451,371161.0,746.227475765987,746.227475765987,7201.165642023087
56,0.0,12.0,30.0,0.7198722499569806,7200.018368959427,329107.0,838.4907697127459,838.4907697127459,7200.979359388351
57,0.0,12.0,40.0,0.7134865989237938,7200.018130064011,199071.0,838.4900894661906,838.4900894661906,7200.9787266254425
58,0.0,12.0,50.0,0.7556590107450072,7200.801826953888,286965.0,838.490098053757,838.490098053757,7201.7544622421265
59,0.0,12.0,60.0,0.8031868738172774,7200.928948163986,404612.0,838.4900989765789,838.4900989765789,7201.897083044052
60,0.0,12.0,70.0,0.7745953347933316,7200.024405956268,207000.0,838.4900786920782,838.4900786920782,7201.0061683654785
61,1.0,12.0,30.0,0.7654427048522124,7200.026654958725,111279.0,812.6306275801815,812.6306275801815,7201.4580078125
62,1.0,12.0,40.0,0.7632344486453757,7200.01904296875,115374.0,856.8063944662332,856.8063944662332,7201.453306674957
63,1.0,12.0,50.0,0.786181048586682,7200.019427061081,134361.0,856.806318166807,856.806318166807,7201.456008911133
64,1.0,12.0,60.0,0.7806171734693572,7200.02522110939,163207.0,830.083955958236,830.083955958236,7201.483777046204
65,1.0,12.0,70.0,0.7648841729755984,7200.022961139679,102044.0,842.7516828302616,842.7516828302616,7201.478388547897
66,2.0,12.0,30.0,0.7407158121653371,7200.183544874191,213196.0,851.0495460599853,851.0495460599853,7201.108643531799
67,2.0,12.0,40.0,0.7804787352713164,7200.021360874176,276311.0,851.0495582080795,851.0495582080795,7201.044751405716
68,2.0,12.0,50.0,0.7880777816640747,7200.022737979889,162920.0,851.0495434353045,851.0495434353045,7200.994704723358
69,2.0,12.0,60.0,0.778891960245657,7200.016529083252,179330.0,851.0495487295643,851.0495487295643,7200.9285678863525
70,2.0,12.0,70.0,0.7914610078834654,7200.016907930374,195172.0,851.0495611200935,851.0495611200935,7200.984836339951
71,3.0,12.0,30.0,0.8107627852907595,7200.02036690712,154216.0,870.1021278949984,870.1021278949984,7201.81643819809
