,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal,Sec
0,0.0,6.0,40.0,,,,,
1,0.0,6.0,50.0,,,,,
2,0.0,6.0,60.0,,,,,
3,0.0,6.0,70.0,,,,,
4,1.0,6.0,30.0,,,,,
5,1.0,6.0,40.0,,,,,
6,1.0,6.0,50.0,,,,,
7,1.0,6.0,60.0,,,,,
