,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal,Sec
0,1.0,7.0,70.0,0.33814840463845863,7200.080228805542,148196.0,515.5450287852827,0.0
1,2.0,7.0,30.0,4.39275291504337e-07,3663.221538543701,58616.0,596.840396265742,0.0
2,2.0,7.0,40.0,0.0,6124.906192779541,123978.0,586.1283678017032,0.0
3,2.0,7.0,50.0,0.3235639892365828,7200.063259124756,160809.0,617.6020180087314,0.0
4,2.0,7.0,60.0,0.3635628352315999,7200.088556289673,154885.0,602.2161537301644,0.0
5,2.0,7.0,70.0,2.363339263898968e-08,2493.255786895752,187040.0,552.7265336243859,0.0
6,3.0,7.0,30.0,0.5539355985846013,7200.2102394104,50276.0,778.151063866775,0.0
7,3.0,7.0,40.0,2.6158081767855928e-08,1800.943655014038,133294.0,604.6523478404131,0.0
8,3.0,7.0,50.0,9.762410730734592e-06,4984.578643798828,182719.0,589.307845470806,0.0
9,3.0,7.0,60.0,0.2621128544767003,7200.149475097656,186784.0,589.3029032131609,0.0
10,3.0,7.0,70.0,0.2763820542399436,7200.124090194702,208675.0,592.7429934113588,0.0
11,4.0,7.0,30.0,2.9165869145271256e-07,4630.513824462891,108806.0,528.2745269819079,0.0
12,4.0,7.0,40.0,1.6538753577352672e-10,1774.8723697662354,150184.0,479.440602312312,0.0
13,4.0,7.0,50.0,0.3118803870317745,7200.075424194336,155992.0,487.2216439209018,0.0
14,4.0,7.0,60.0,4.492248103559243e-08,596.8123569488525,166186.0,479.4406001663709,0.0
15,4.0,7.0,70.0,0.3181064114388361,7200.10107421875,168485.0,479.4406027138453,0.0
16,0.0,8.0,30.0,0.7265745499985866,7200.108953475952,83532.0,721.5168295697594,0.0
17,0.0,8.0,40.0,0.7574174918460719,7200.124689102173,141264.0,721.2197634032119,0.0
18,0.0,8.0,50.0,0.7466088200316565,7200.0740394592285,101576.0,698.9526276803596,0.0
19,0.0,8.0,60.0,0.8700660609941346,7200.195989608765,48398.0,881.1767861938332,0.0
20,0.0,8.0,70.0,0.8190672714172289,7200.185390472412,105729.0,685.3571152472343,0.0
21,1.0,8.0,30.0,0.799441929423362,7200.143602371216,43693.0,805.6020742253976,0.0
22,1.0,8.0,40.0,0.5468129863977843,7200.500707626343,211233.0,536.5226611359482,0.0
23,1.0,8.0,50.0,0.5459400129826305,7200.073236465454,307162.0,518.8753821447601,0.0
24,1.0,8.0,60.0,0.7635092821589192,7200.603078842163,68368.0,766.5177182864048,0.0
25,1.0,8.0,70.0,0.6520494250290205,7200.126377105713,137041.0,542.7716817231199,0.0
26,2.0,8.0,30.0,0.6982199063096429,7200.1931800842285,78370.0,705.8881858699116,0.0
27,2.0,8.0,40.0,0.6139993833609403,7200.08250617981,175467.0,629.3664534542759,0.0
28,2.0,8.0,50.0,0.7918977191013896,7200.184415817261,54035.0,806.4851276051254,0.0
29,2.0,8.0,60.0,0.7471681338429387,7200.118391036987,76365.0,688.3374367292579,0.0
30,2.0,8.0,70.0,0.6436738440555599,7200.131761550903,101908.0,638.7652304586414,0.0
31,3.0,8.0,30.0,0.7095665444945388,7200.054719924927,107221.0,545.8050450792641,0.0
32,3.0,8.0,40.0,0.32475511437516963,7200.0969581604,603512.0,439.8297548263696,0.0
33,3.0,8.0,50.0,0.595822891104952,7200.063611984253,257552.0,436.37584627037637,0.0
34,3.0,8.0,60.0,0.6742361578085179,7200.1643924713135,79283.0,469.65454525583425,0.0
35,3.0,8.0,70.0,0.7066690831535676,7200.104055404663,85081.0,553.0072406154878,0.0
36,4.0,8.0,30.0,0.7255370284607153,7200.252895355225,71571.0,789.6607866703657,0.0
37,4.0,8.0,40.0,0.8158688969652054,7200.229600906372,40963.0,960.2422460181158,0.0
38,4.0,8.0,50.0,0.5643085936142682,7200.066909790039,329035.0,650.8206038012901,0.0
39,4.0,8.0,60.0,0.7522747929497301,7200.164199829102,85123.0,729.187631192101,0.0
40,4.0,8.0,70.0,0.7685254341475407,7200.092544555664,72960.0,791.7216303535624,0.0
41,0.0,9.0,30.0,0.8418993994305608,7200.166584014893,68255.0,759.5186972440026,0.0
