,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal,Sec
0,4.0,6.0,30.0,0.0,63.37909698486328,6358.0,606.6759053808569,30.0
1,4.0,6.0,40.0,0.0,80.3711051940918,13117.0,598.2546320172628,24.0
2,4.0,6.0,50.0,0.0,180.91626358032227,16287.0,602.2412377383112,54.0
3,4.0,6.0,60.0,0.0,134.57118797302246,19459.0,600.3460877295618,48.0
4,4.0,6.0,70.0,8.53405809269844e-07,434.2369441986084,31315.0,598.254621793946,42.0
5,0.0,7.0,30.0,4.2576902154950885e-09,7078.703773498535,99864.0,504.1647282887684,63.0
6,0.0,7.0,40.0,1.819296352992549e-08,1832.3725204467773,107178.0,513.7440196131396,70.0
7,0.0,7.0,50.0,0.3295014607822834,7200.19322013855,133020.0,526.7392770577857,84.0
8,0.0,7.0,60.0,0.3849897035432318,7200.146322250366,179774.0,469.79129517925395,35.0
9,0.0,7.0,70.0,2.4071317533706074e-07,2584.718795776367,225314.0,513.7440232218033,77.0
10,1.0,7.0,30.0,0.528639506232467,7201.298894882202,66260.0,658.1564799859128,14.0
11,1.0,7.0,40.0,0.0,1840.9039707183838,65139.0,598.4519449069008,63.0
12,1.0,7.0,50.0,0.012913142462240285,4602.548833847046,78938.0,594.9966139556429,77.0
13,1.0,7.0,60.0,0.0,3743.865364074707,73801.0,558.7693033203852,77.0
14,1.0,7.0,70.0,0.40277048982720776,7200.256628036499,101475.0,593.3007532304827,70.0
15,2.0,7.0,30.0,0.0,4739.651504516602,65691.0,683.4831995013942,21.0
16,2.0,7.0,40.0,4.8632495898956594e-08,2167.0122604370117,58962.0,696.4041142275381,63.0
17,2.0,7.0,50.0,0.4673828234465757,7200.132436752319,139257.0,718.9760172127087,49.0
18,2.0,7.0,60.0,0.0,2087.992780685425,141974.0,664.9218629783271,63.0
