,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal,Sec
0,0.0,5.0,30.0,3.9352402538336114e-08,1.740346908569336,2455.0,328.6080544795853,30.0
1,0.0,5.0,40.0,0.0,2.6359500885009766,2701.0,334.3916420257707,30.0
2,0.0,5.0,50.0,0.0,1.4860248565673828,2280.0,337.1594910908859,40.0
3,0.0,5.0,60.0,1.714329140947464e-06,2.5282421112060547,3317.0,320.8875582265633,25.0
4,0.0,5.0,70.0,0.0,1.8241214752197266,2411.0,337.1594903141887,35.0
5,1.0,5.0,30.0,0.0,2.1801700592041016,1903.0,527.019803438113,15.0
6,1.0,5.0,40.0,0.0,2.692800521850586,2623.0,528.5553540617564,20.0
7,1.0,5.0,50.0,0.0,2.176177978515625,2912.0,521.7269995099886,20.0
8,1.0,5.0,60.0,0.0,2.6004772186279297,3602.0,522.6912035897298,20.0
9,1.0,5.0,70.0,0.0,2.1113529205322266,2671.0,522.6912407621631,35.0
10,2.0,5.0,30.0,0.0,3.458730697631836,2736.0,412.5860647316325,30.0
11,2.0,5.0,40.0,0.0,5.221038818359375,3837.0,388.04612076627814,35.0
12,2.0,5.0,50.0,5.741554567747682e-07,2.66986083984375,2644.0,417.54977354674133,45.0
13,2.0,5.0,60.0,9.522001928479081e-08,4.2017669677734375,3866.0,378.28924095801443,35.0
14,2.0,5.0,70.0,1.3472878137798695e-08,3.523578643798828,4017.0,388.04612338362875,30.0
15,3.0,5.0,30.0,1.3739685334126828e-08,1.9517822265625,2759.0,372.4736380760124,20.0
16,3.0,5.0,40.0,0.0,3.959413528442383,4588.0,367.33644183623824,40.0
17,3.0,5.0,50.0,0.0,3.8237762451171875,5212.0,363.81221621021876,35.0
18,3.0,5.0,60.0,0.0,1.5348968505859375,3006.0,371.6674668563656,45.0
19,3.0,5.0,70.0,0.0,1.4411449432373047,3203.0,367.46651523670073,35.0
20,4.0,5.0,30.0,0.0,1.9737224578857422,2210.0,449.2431349756936,25.0
21,4.0,5.0,40.0,5.976271767145633e-07,4.8759613037109375,3341.0,439.95053351255314,25.0
22,4.0,5.0,50.0,7.983739361327469e-09,2.4913368225097656,2373.0,449.24314277219196,30.0
23,4.0,5.0,60.0,1.1881595577456736e-05,2.2260475158691406,1864.0,449.2431406934393,35.0
24,4.0,5.0,70.0,1.5912485007125734e-07,1.6725273132324219,3434.0,435.4815148361555,20.0
25,0.0,6.0,30.0,2.888511289990123e-08,13.019189834594727,4655.0,701.443386155058,24.0
26,0.0,6.0,40.0,0.0,49.553504943847656,8749.0,683.6258946943602,30.0
27,0.0,6.0,50.0,0.0,107.43230628967285,11412.0,694.3222513826879,42.0
28,0.0,6.0,60.0,5.148618915562318e-07,83.07487297058105,12512.0,696.5685902366306,42.0
29,0.0,6.0,70.0,0.0,565.4211711883545,23974.0,704.106419261339,36.0
30,1.0,6.0,30.0,0.0,337.86363410949707,17116.0,488.8570690129451,30.0
31,1.0,6.0,40.0,0.0,354.9557647705078,22655.0,489.68347211067925,42.0
32,1.0,6.0,50.0,0.0,112.48761749267578,17822.0,483.1937990729482,66.0
33,1.0,6.0,60.0,4.8654840146172886e-05,180.18466567993164,30759.0,491.63589680532885,48.0
34,1.0,6.0,70.0,0.0,55.91449546813965,20116.0,481.83001487506704,42.0
35,2.0,6.0,30.0,2.7774684368289595e-07,141.199462890625,17357.0,468.89097541829824,30.0
36,2.0,6.0,40.0,0.0,283.4291744232178,27520.0,461.8344546700088,54.0
37,2.0,6.0,50.0,1.3626086611885518e-07,69.63879776000977,24642.0,468.89097490688965,66.0
38,2.0,6.0,60.0,0.0,408.4399890899658,30081.0,468.89097196753875,54.0
39,2.0,6.0,70.0,2.1669834588662587e-07,154.66944694519043,26484.0,468.89097572786216,54.0
40,3.0,6.0,30.0,3.5343058851251443e-06,226.77807998657227,13051.0,561.5332233952247,24.0
41,3.0,6.0,40.0,0.0,199.7578125,23326.0,554.8453864206416,18.0
42,3.0,6.0,50.0,7.967024488345721e-08,189.0385513305664,16760.0,556.6836399143122,48.0
43,3.0,6.0,60.0,0.1578217574992828,5383.112823486328,88255.0,556.6836396915155,30.0
