,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal
0,0.0,8.0,70.0,0.5740591393320987,7200.112510681152,21774.0,568.8996761965308
1,1.0,8.0,30.0,0.530046296147871,7200.137699127197,25036.0,599.9251340944597
2,1.0,8.0,40.0,0.5599274227972859,7200.170274734497,20804.0,616.1995440882599
3,1.0,8.0,50.0,0.5497849941484332,7200.172058105469,18699.0,615.3251492486572
4,1.0,8.0,60.0,0.5377803574045823,7200.182586669922,19773.0,582.0436229042774
5,1.0,8.0,70.0,0.48150628638595,7200.094144821167,24692.0,547.2650555648053
6,2.0,8.0,30.0,0.6708747129155521,7200.276773452759,20917.0,658.456806135684
7,2.0,8.0,40.0,0.6755221785357524,7201.372976303101,14144.0,672.6159304186104
8,2.0,8.0,50.0,0.6073741777622461,7200.141073226929,23910.0,637.1458559828709
9,2.0,8.0,60.0,0.6956807149716986,7200.185516357422,14031.0,701.6593561618353
10,2.0,8.0,70.0,0.6551784814510164,7200.445930480957,13992.0,675.3578587284971
11,3.0,8.0,30.0,0.7015569982537232,7200.14319229126,14073.0,684.3880070501257
12,3.0,8.0,40.0,0.6534126912144379,7200.131567001343,21547.0,623.3447567114551
13,3.0,8.0,50.0,0.6944094009412796,7200.211250305176,21654.0,638.3174931459714
14,3.0,8.0,60.0,0.6811482239000051,7200.175081253052,19319.0,641.6079365295217
15,3.0,8.0,70.0,0.6507103049383818,7200.175685882568,20980.0,615.7584515099561
