,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal
0,0.0,11.0,30.0,0.7194687379812903,7200.049322128296,1904.0,965.6128024290904
1,0.0,11.0,40.0,0.7045047560249915,7200.112552642822,3466.0,933.0680009783504
2,0.0,11.0,50.0,0.7361639990801531,7200.112455368042,1305.0,1032.7123995251477
3,0.0,11.0,60.0,0.6956386280770416,7200.0504722595215,1223.0,899.4858280662548
4,0.0,11.0,70.0,0.71398000231775,7200.041566848755,1025.0,951.5623677886874
5,1.0,11.0,30.0,0.7399229641315676,7200.194202423096,6582.0,925.0640913861085
6,1.0,11.0,40.0,0.7432783871244134,7200.096193313599,3270.0,948.2438528764752
7,1.0,11.0,50.0,0.7011524424963659,7200.194564819336,2421.0,821.7153631481001
8,1.0,11.0,60.0,0.7332542729700231,7200.145080566406,3657.0,920.6146887226108
9,1.0,11.0,70.0,0.7688259762070079,7200.05516242981,1485.0,1044.3676135626886
10,2.0,11.0,30.0,0.718166561243412,7200.064529418945,857.0,1121.6546667951286
11,2.0,11.0,40.0,0.6890970317179692,7200.053291320801,1251.0,1023.8523840467564
12,2.0,11.0,50.0,0.6944663945669309,7200.061130523682,1048.0,1039.803470654261
13,2.0,11.0,60.0,0.702863808378052,7200.070117950439,1129.0,1065.784587777488
14,2.0,11.0,70.0,0.7038117102207387,7200.042644500732,1100.0,1071.221870090786
15,3.0,11.0,30.0,0.7352419092994459,7200.1738204956055,4189.0,880.0836274012786
16,3.0,11.0,40.0,0.750860139504369,7200.047353744507,1063.0,915.7053388337248
17,3.0,11.0,50.0,0.7453122346376452,7200.068172454834,1009.0,896.2260386697005
18,3.0,11.0,60.0,0.7124333340595154,7200.127510070801,3950.0,796.4703873919503
19,3.0,11.0,70.0,0.7313541205271171,7200.093711853027,2976.0,858.7894457995825
20,4.0,11.0,30.0,0.6957922223172216,7200.081241607666,2390.0,953.2920532157696
21,4.0,11.0,40.0,0.6852915153206872,7200.116428375244,2101.0,950.2843712412846
22,4.0,11.0,50.0,0.7041367532789251,7200.039115905762,1248.0,984.5389711066748
23,4.0,11.0,60.0,0.6574011078520028,7200.1385288238525,4677.0,863.7362595522355
24,4.0,11.0,70.0,0.6775716064821122,7200.128248214722,2079.0,913.4537051099503
25,0.0,12.0,30.0,0.8179608569708332,7200.060907363892,1672.0,1134.859767465636
26,0.0,12.0,40.0,0.7999171602644836,7200.222333908081,4757.0,1024.2742712183485
27,0.0,12.0,50.0,0.8282405531173797,7200.1088790893555,997.0,1186.1300020556587
28,0.0,12.0,60.0,0.804501454955653,7200.099981307983,1016.0,1044.8300570344823
29,0.0,12.0,70.0,0.7989596362570773,7200.089702606201,838.0,1015.8726316406464
30,1.0,12.0,30.0,0.7291066391816875,7200.635675430298,881.0,933.1537645069455
31,1.0,12.0,40.0,0.6683075145911705,7200.204521179199,1738.0,772.9658178284426
32,1.0,12.0,50.0,0.7522046868386905,7200.621501922607,1677.0,1026.305905460595
33,1.0,12.0,60.0,0.6852307827079074,7200.0634479522705,752.0,808.4044484264743
34,1.0,12.0,70.0,0.7187704032842775,7200.114381790161,713.0,901.7905538491484
35,2.0,12.0,30.0,0.8207067393395729,7200.330528259277,20775.0,953.333609825424
36,2.0,12.0,40.0,0.7499843822196788,7200.048501968384,1155.0,1083.7049715890105
37,2.0,12.0,50.0,0.7478555681581888,7200.082971572876,739.0,1071.4925733169698
