,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal
81,1.0,8.0,40.0,9.532251532294543e-05,1757.6807570457458,346826.0,518.6686957536606
82,1.0,8.0,50.0,9.967418096137018e-05,1885.4403631687164,387878.0,514.0741413860972
83,1.0,8.0,60.0,9.838711919748602e-05,2725.1524209976196,515469.0,514.0722402429233
84,1.0,8.0,70.0,9.68662598327196e-05,2252.2972910404205,493232.0,514.0713634659537
85,2.0,8.0,30.0,7.864925137299796e-05,1969.1700789928436,344113.0,630.983104869689
86,2.0,8.0,40.0,9.959599582853552e-05,3993.9768850803375,553909.0,613.331480951309
87,2.0,8.0,50.0,9.235154799455084e-05,2351.765655040741,457151.0,594.941298360553
88,2.0,8.0,60.0,9.680632954650779e-05,3040.977958202362,589303.0,594.9410161565792
89,2.0,8.0,70.0,9.369636089329527e-05,3475.1225311756134,654914.0,594.9409854528676
90,3.0,8.0,30.0,9.66934421426116e-05,2148.6097559928894,402578.0,436.14827795502265
91,3.0,8.0,40.0,9.833251103103008e-05,2533.348153114319,493026.0,421.54508655593304
92,3.0,8.0,50.0,9.648193598975482e-05,3421.049604177475,520473.0,421.5447601250354
93,3.0,8.0,60.0,9.570471852121436e-05,2767.5230181217194,460783.0,421.54504077280774
94,3.0,8.0,70.0,8.335041001095735e-05,2334.7069811820984,444379.0,421.5448069941896
95,4.0,8.0,30.0,9.592194439105487e-05,2304.6693460941315,422756.0,661.7902094690794
96,4.0,8.0,40.0,8.27365523673414e-05,3725.6008841991425,589452.0,656.9503363888415
97,4.0,8.0,50.0,9.997634104178819e-05,4215.155076980591,727882.0,637.8178930023292
98,4.0,8.0,60.0,9.369927583619365e-05,4552.337872982025,856258.0,628.5099254850849
99,4.0,8.0,70.0,9.672431177947525e-05,4152.389106988907,858588.0,628.5100298613639
100,0.0,9.0,30.0,0.3401715627730114,7200.03299498558,560732.0,641.8555226526423
101,0.0,9.0,40.0,0.22573779304326683,7200.021963834763,757710.0,600.4160977428095
102,0.0,9.0,50.0,0.31843868288340066,7200.143056869507,750461.0,600.2823722500334
103,0.0,9.0,60.0,0.3638006445164,7200.034257888794,711747.0,613.9473431450831
104,0.0,9.0,70.0,0.2626420458209087,7200.01980805397,888239.0,606.3284368798393
105,1.0,9.0,30.0,0.3953287442227825,7200.0274748802185,642989.0,600.325374088666
106,1.0,9.0,40.0,0.3787741903591731,7200.013397932053,572206.0,577.6301311307884
107,1.0,9.0,50.0,0.38517464666104223,7200.082453966141,555125.0,546.8451948985918
108,1.0,9.0,60.0,0.3586336936392474,7200.02615904808,787957.0,542.3216875182189
109,1.0,9.0,70.0,0.27146687251321433,7200.027279853821,952532.0,542.3217789901673
110,2.0,9.0,30.0,0.4012882811987823,7200.022506952286,542183.0,747.032339395731
111,2.0,9.0,40.0,0.4641715184644626,7200.014878034592,590145.0,734.9115884141574
112,2.0,9.0,50.0,0.33531809086595044,7200.022246837616,712264.0,683.0947391222032
113,2.0,9.0,60.0,0.3022794754119538,7200.405955076218,894529.0,663.3140759137353
114,2.0,9.0,70.0,0.3100352959148065,7200.013197898865,923031.0,652.6820908577845
115,3.0,9.0,30.0,0.40497230953842994,7200.012288093567,644924.0,651.3948605990215
116,3.0,9.0,40.0,0.3917237574621246,7200.011287927628,721871.0,628.9651907999262
117,3.0,9.0,50.0,0.5068945113129284,7200.227814912796,444683.0,628.8869430737973
118,3.0,9.0,60.0,0.4888512437982226,7200.016683101654,646106.0,633.0513147200094
119,3.0,9.0,70.0,0.5209688143701864,7200.0175540447235,508563.0,615.3721242900306
120,4.0,9.0,30.0,0.2642275138236124,7200.046339035034,873619.0,504.53981156486327
121,4.0,9.0,40.0,0.30075478752601675,7200.020131111145,833463.0,489.2827213058808
122,4.0,9.0,50.0,0.323450439089847,7200.016538143158,747133.0,489.2827123384932
123,4.0,9.0,60.0,0.304972636014294,7200.020504951477,933633.0,489.2827197506015
124,4.0,9.0,70.0,0.2620972654238254,7200.037348985672,1176028.0,485.58702430819596
0,0.0,10.0,30.0,0.4630674490753333,7200.1097729206085,541582.0,746.4992498453239
1,0.0,10.0,40.0,0.5122461532112722,7200.022166013718,451359.0,701.0686651291876
2,0.0,10.0,50.0,0.5374645187253233,7200.020653009415,587299.0,700.2441472644189
3,0.0,10.0,60.0,0.5953469749493784,7200.017664909363,493198.0,709.7481678057939
4,0.0,10.0,70.0,0.5747472489727083,7200.0251631736755,589081.0,697.4228962168681
5,1.0,10.0,30.0,0.5689008085029813,7200.184310913086,594514.0,709.7151332063014
6,1.0,10.0,40.0,0.5377969267211992,7200.069170951843,602472.0,691.9090524442189
7,1.0,10.0,50.0,0.6051387141602668,7200.021451950073,578284.0,696.563388244474
8,1.0,10.0,60.0,0.5461207662083095,7200.024368047714,660598.0,632.5441855575988
9,1.0,10.0,70.0,0.4630221064608486,7201.214488983154,809462.0,626.1949291990769
10,2.0,10.0,30.0,0.4369261324942754,7200.014729976654,540265.0,625.182287265161
11,2.0,10.0,40.0,0.38602778735194626,7200.3534281253815,762408.0,607.4988623798273
12,2.0,10.0,50.0,0.34107364436504095,7202.0309278965,771754.0,592.0029509283171
13,2.0,10.0,60.0,0.402947345341942,7202.3587300777435,988335.0,589.9674133161204
14,2.0,10.0,70.0,0.39885855401841697,7202.518284082413,888893.0,594.248941254336
15,3.0,10.0,30.0,0.4818126884636927,7200.016849994659,602235.0,765.190779718916
16,3.0,10.0,40.0,0.5631879962526809,7200.033754110336,496301.0,744.4467139768441
17,3.0,10.0,50.0,0.5572359793797006,7200.031972169876,571200.0,741.4219955328283
18,3.0,10.0,60.0,0.6221831731901765,7200.146677970886,471617.0,744.785342606227
19,3.0,10.0,70.0,0.42681537135881226,7200.023710012436,578691.0,679.2746173372327
20,4.0,10.0,30.0,0.5387016710432972,7201.785178184509,751850.0,563.1272190275677
21,4.0,10.0,40.0,0.407962491339504,7202.627975940704,810470.0,543.8660713700199
22,4.0,10.0,50.0,0.5949614328694421,7200.24050617218,635689.0,556.8486655756238
23,4.0,10.0,60.0,0.3932621062351485,7202.173213005066,877256.0,538.1422790886659
24,4.0,10.0,70.0,0.4664720814245699,7202.187057971954,828217.0,542.1235289748486
25,0.0,11.0,30.0,0.5368630997063287,7200.022016048431,584881.0,787.6412240266579
26,0.0,11.0,40.0,0.6215211817815458,7200.037805080414,429078.0,811.2708055249802
27,0.0,11.0,50.0,0.6291108988830761,7200.898886919022,551142.0,711.0956204720466
28,0.0,11.0,60.0,0.6112236597870125,7201.314121007919,601341.0,720.5617260040399
29,0.0,11.0,70.0,0.5290086888141138,7201.718461990356,626486.0,725.1506179306793
30,1.0,11.0,30.0,0.5164416077533186,7200.798082828522,499242.0,653.3067777099914
31,1.0,11.0,40.0,0.6102994593997442,7200.01584982872,458240.0,664.6103029930463
32,1.0,11.0,50.0,0.6070415431325498,7200.075225830078,331825.0,645.0748476341222
33,1.0,11.0,60.0,0.522599988684939,7201.301599025726,655594.0,586.040898760796
34,1.0,11.0,70.0,0.5200634901009736,7201.7631068229675,614417.0,603.5796084611447
35,2.0,11.0,30.0,0.5302072162326456,7200.848964929581,557322.0,683.9058107719022
36,2.0,11.0,40.0,0.5702089934875356,7200.892137050629,570422.0,681.3480465431605
37,2.0,11.0,50.0,0.5574046150749995,7201.06836104393,622948.0,657.3924684440134
38,2.0,11.0,60.0,0.5577329317350677,7200.030879020691,451903.0,686.2895370956933
39,2.0,11.0,70.0,0.5649768783726127,7201.0871069431305,637210.0,650.479243978213
40,3.0,11.0,30.0,0.7461589345120466,7200.020502090454,432710.0,748.892259644447
41,3.0,11.0,40.0,0.7202109765950457,7200.023013114929,471770.0,690.0779266648128
42,3.0,11.0,50.0,0.7517240777220353,7200.0373711586,415121.0,700.491351232494
43,3.0,11.0,60.0,0.8417492734442169,7200.020723819733,309770.0,788.3087131721959
44,3.0,11.0,70.0,0.6661491436295531,7200.740640163422,719325.0,612.4146921597126
45,4.0,11.0,30.0,0.7064524169842654,7200.043407201767,392980.0,853.7242554901661
46,4.0,11.0,40.0,0.7190504368388468,7200.016088008881,408858.0,784.4902291206819
47,4.0,11.0,50.0,0.722428540402636,7200.0282480716705,399344.0,808.4198236089644
48,4.0,11.0,60.0,0.685970491197097,7200.043098926544,415689.0,754.2973467263162
49,4.0,11.0,70.0,0.7012333429318257,7200.016608953476,488420.0,785.032582198333
50,0.0,12.0,30.0,0.849562776250825,7200.0274839401245,392015.0,856.7967911295567
51,0.0,12.0,40.0,0.7570787137252445,7200.948350191116,396959.0,810.6319230214812
52,0.0,12.0,50.0,0.6962418941476588,7201.286806106567,471844.0,728.0537444045214
53,0.0,12.0,60.0,0.8371653233993448,7201.174926042557,416861.0,781.5235096389742
54,0.0,12.0,70.0,0.7357169956625956,7201.304605007172,457385.0,770.9513651686638
55,1.0,12.0,30.0,0.734538421061433,7200.090148925781,397035.0,844.7325091266223
56,1.0,12.0,40.0,0.6814387950263907,7200.0319101810455,354878.0,824.2640829319546
57,1.0,12.0,50.0,0.7082791514532405,7200.03117108345,369822.0,759.3793741183034
58,1.0,12.0,60.0,0.7782760432804587,7200.995584964752,447141.0,805.2899885405166
59,1.0,12.0,70.0,0.6878311236381321,7201.039453029633,603739.0,780.2418940469315
60,2.0,12.0,30.0,0.7789233827769396,7200.722251176834,511139.0,886.7687982967914
61,2.0,12.0,40.0,0.7628369998561525,7200.744042873383,501788.0,822.8848167045129
62,2.0,12.0,50.0,0.7265608733351276,7200.826457977295,549912.0,757.0579532625592
63,2.0,12.0,60.0,0.707623389894106,7201.166561841965,680381.0,806.9637474909786
64,2.0,12.0,70.0,0.7642429819482005,7200.9767808914185,533755.0,804.7430122544497
65,3.0,12.0,30.0,0.6854512738659632,7201.369849205017,630330.0,702.648204581858
66,3.0,12.0,40.0,0.7815184236128736,7200.6664090156555,471569.0,691.8477572303584
67,3.0,12.0,50.0,0.6776688136379024,7201.021772146225,648948.0,668.0913419094165
68,3.0,12.0,60.0,0.6751113948566649,7201.240078926086,693910.0,668.0352531328138
69,3.0,12.0,70.0,0.6239503311684007,7201.468728065491,762697.0,629.2265941711736
70,4.0,12.0,30.0,0.7621094422144385,7200.738305091858,424160.0,705.753225774756
71,4.0,12.0,40.0,0.7437977671922494,7200.813884973526,443265.0,640.9101030519952
72,4.0,12.0,50.0,0.7816158440828612,7201.05642414093,407317.0,740.7614994478521
73,4.0,12.0,60.0,0.6922794528534395,7200.042161941528,408014.0,651.2199202963237
74,4.0,12.0,70.0,0.7478118866316381,7200.029807090759,379252.0,694.6015475644108
0,0.0,13.0,30.0,0.8816830152551848,7200.028377056122,239870.0,898.4629540498688
1,0.0,13.0,40.0,0.8471522548557315,7200.034125089645,249275.0,826.1858232075043
2,0.0,13.0,50.0,0.8239812454311332,7200.0188710689545,275336.0,752.1467656945423
3,0.0,13.0,60.0,0.8094047311979908,7200.117120981216,313582.0,720.2612839589816
4,0.0,13.0,70.0,0.8097079644028743,7200.315530061722,239971.0,658.9468347575269
5,1.0,13.0,30.0,0.8560912541260749,7200.034344911575,244385.0,993.4913638697892
6,1.0,13.0,40.0,0.8546011806900925,7200.081321001053,268507.0,952.7572738251356
7,1.0,13.0,50.0,0.8929135876797768,7200.044658899307,203452.0,1011.1727809763561
8,1.0,13.0,60.0,0.8956761939148715,7200.022881984711,242248.0,962.5596343746213
9,1.0,13.0,70.0,0.8997434147423375,7200.03174495697,188975.0,1023.0784859419559
10,2.0,13.0,30.0,0.8944648842927156,7200.059553861618,190750.0,933.5759692376722
11,2.0,13.0,40.0,0.8498453408598414,7200.041529893875,173618.0,872.6011219882264
12,2.0,13.0,50.0,0.8495854219788412,7200.029937028885,209961.0,871.4971622569233
13,2.0,13.0,60.0,0.8159844312422573,7200.18111205101,274948.0,849.4243904981959
14,2.0,13.0,70.0,0.8021004504839225,7200.039988994598,313650.0,746.184956987466
15,3.0,13.0,30.0,0.7478036986460721,7200.046500921249,267506.0,926.4623813092027
16,3.0,13.0,40.0,0.8159370745458855,7200.036218881607,285226.0,911.7725968069615
17,3.0,13.0,50.0,0.6843805186686124,7200.03262591362,271389.0,732.6598892851212
18,3.0,13.0,60.0,0.7517167248580231,7200.051160097122,200327.0,902.7868227833014
19,3.0,13.0,70.0,0.781226379186668,7201.064652919769,328504.0,948.8047505055719
20,4.0,13.0,30.0,0.8548513804023326,7200.031529188156,192181.0,673.1061244178982
21,4.0,13.0,40.0,0.8311557388968634,7200.08451795578,271525.0,681.2415733898342
22,4.0,13.0,50.0,0.8563475107166661,7200.518060922623,225376.0,612.1497254384255
23,4.0,13.0,60.0,0.8221393355335647,7200.030617952347,300513.0,589.2768665822123
24,4.0,13.0,70.0,0.8644176616869128,7200.044149875641,278560.0,660.385403224614
25,0.0,14.0,30.0,0.9397856190980394,7200.080394983292,208693.0,1117.8904376655469
26,0.0,14.0,40.0,0.9086404812962714,7200.063188076019,172853.0,1012.5358106890474
27,0.0,14.0,50.0,0.8869616124379109,7200.5991950035095,164893.0,930.1980321517769
28,0.0,14.0,60.0,0.9239497921574739,7200.040811061859,150175.0,1096.5761162683111
29,0.0,14.0,70.0,0.9131589826294517,7200.030389070511,127270.0,1055.453178533569
30,1.0,14.0,30.0,0.8779141840287009,7200.925686120987,388876.0,914.3308215729102
31,1.0,14.0,40.0,0.9107015334728809,7200.035299062729,159768.0,870.831683650425
32,1.0,14.0,50.0,0.9161602413232826,7200.040951967239,137601.0,853.4038302865885
33,1.0,14.0,60.0,0.8489186313915827,7200.188012123108,225205.0,712.1529486622408
34,1.0,14.0,70.0,0.9288464804645463,7200.039687156677,156025.0,835.1871608734554
35,2.0,14.0,30.0,0.9073497146825473,7200.031368970871,227442.0,807.3923893273515
36,2.0,14.0,40.0,0.8458595086230772,7200.036260843277,206088.0,759.9882928028269
37,2.0,14.0,50.0,0.8443119340065814,7200.695755004883,283968.0,769.6995764458802
38,2.0,14.0,60.0,0.866670115618967,7200.023800134659,243975.0,866.5054372148534
39,2.0,14.0,70.0,0.8901497287168906,7200.050822973251,203667.0,719.2361259050662
40,3.0,14.0,30.0,0.8983299924870862,7200.073072195053,155295.0,989.1135511056609
41,3.0,14.0,40.0,0.9260327302715817,7200.047631978989,150918.0,908.5776977874833
42,3.0,14.0,50.0,0.889023339638225,7200.054310083389,161518.0,872.1664467259576
43,3.0,14.0,60.0,0.9047999936271706,7200.054665088654,177150.0,912.4397546141898
44,3.0,14.0,70.0,0.8862265520977146,7200.942581176758,273566.0,1001.0037114590273
45,4.0,14.0,30.0,0.9294073304497099,7200.173211097717,185359.0,940.0585326807771
46,4.0,14.0,40.0,0.9084090183095332,7200.039759874344,198460.0,845.595727313958
47,4.0,14.0,50.0,0.8980134339530822,7200.030244112015,200193.0,804.0447419823059
48,4.0,14.0,60.0,0.9082953944539702,7200.850034952164,280392.0,868.4442643601005
49,4.0,14.0,70.0,0.9168424584455104,7200.024773836136,252831.0,902.6146856143084
0,0.0,15.0,30.0,0.8660859530141696,7200.103880882263,130055.0,1118.0965724286903
1,0.0,15.0,40.0,0.8532034713566307,7200.033416032791,201469.0,1034.269494889447
2,0.0,15.0,50.0,0.8951943927768687,7200.055238008499,138391.0,1072.6673197831017
3,0.0,15.0,60.0,0.9045906033984364,7200.048228979111,123559.0,991.3040637293128
4,0.0,15.0,70.0,0.9257621480400807,7200.078726053238,176005.0,1146.838398835681
5,1.0,15.0,30.0,0.9334495610868492,7200.067144870758,134130.0,1126.1797100464094
6,1.0,15.0,40.0,0.9381943750317889,7200.054795026779,143822.0,1050.49113834951
7,1.0,15.0,50.0,0.929597895365888,7200.037869930267,98768.0,1085.8371411503635
8,1.0,15.0,60.0,0.9274502215582346,7200.0541870594025,147471.0,1102.4455498917514
9,1.0,15.0,70.0,0.9228685175657865,7200.253979921341,202284.0,1070.9781008578839
10,2.0,15.0,30.0,0.9277835559111978,7200.048369884491,179773.0,1030.3989976103253
11,2.0,15.0,40.0,0.8667827882492793,7200.045655012131,195625.0,1099.8635171393075
12,2.0,15.0,50.0,0.9375368609625611,7200.050707101822,146199.0,1205.856169357215
13,2.0,15.0,60.0,0.9490198950397656,7200.084378004074,107427.0,1172.8922631795258
14,2.0,15.0,70.0,0.9354118337775529,7200.0521540641785,117766.0,994.6661766585642
15,3.0,15.0,30.0,0.9369918382806123,7200.056283950806,155300.0,1071.9497808345645
16,3.0,15.0,40.0,0.9145680718728714,7200.068703889847,147142.0,994.1791008246123
17,3.0,15.0,50.0,0.8743137523335999,7200.040509939194,139559.0,978.2731290297548
18,3.0,15.0,60.0,0.9021526496492569,7200.0689198970795,179489.0,1013.995480376017
19,3.0,15.0,70.0,0.93165991678425,7200.087131977081,142582.0,993.0153600403271
20,4.0,15.0,30.0,0.9538776333026322,7200.0508248806,158914.0,891.4096812564474
21,4.0,15.0,40.0,0.9183378059313588,7200.035128116608,159988.0,1070.6238625551644
22,4.0,15.0,50.0,0.8989306864750854,7201.089135885239,494640.0,817.4302129852929
23,4.0,15.0,60.0,0.9151408356260844,7200.677088975906,270308.0,905.3823320511062
24,4.0,15.0,70.0,0.9396354529880213,7200.647933959961,348733.0,957.1103118538679
