,Instance,Size,Capacity,ObjVal_h,Time_h
75,0.0,8.0,30.0,758.8974520127351,0.5954265594482422
76,0.0,8.0,40.0,751.4636604194014,0.6780128479003906
77,0.0,8.0,50.0,751.4636775709008,0.6770448684692383
78,0.0,8.0,60.0,751.4636505361116,0.663034200668335
79,0.0,8.0,70.0,751.4636378517482,0.675713300704956
80,1.0,8.0,30.0,793.1609078023749,0.5858919620513916
81,1.0,8.0,40.0,781.900109766035,0.5094447135925293
82,1.0,8.0,50.0,781.9000962776224,0.5184118747711182
83,1.0,8.0,60.0,781.900096953618,0.5390753746032715
84,1.0,8.0,70.0,781.9000906374124,0.5665860176086426
85,2.0,8.0,30.0,828.3261474363176,0.7412829399108887
86,2.0,8.0,40.0,817.2628032832924,0.17746353149414062
87,2.0,8.0,50.0,817.262806773211,0.22227239608764648
88,2.0,8.0,60.0,817.2628398358078,0.9425797462463379
89,2.0,8.0,70.0,817.2628028934159,0.8426191806793213
90,3.0,8.0,30.0,705.6164031700205,0.7236313819885254
91,3.0,8.0,40.0,705.616398705043,0.8018853664398193
92,3.0,8.0,50.0,705.6164034399613,0.8256373405456543
93,3.0,8.0,60.0,705.6163949237424,0.8196470737457275
94,3.0,8.0,70.0,705.6164039209344,0.8165378570556641
95,4.0,8.0,30.0,820.3466510095936,0.8531143665313721
96,4.0,8.0,40.0,811.0301365877478,0.19160723686218262
97,4.0,8.0,50.0,811.0301447932836,0.1717216968536377
98,4.0,8.0,60.0,811.0301522055975,0.17404460906982422
99,4.0,8.0,70.0,811.0301203451752,0.18857145309448242
100,0.0,9.0,30.0,835.5308756996203,0.8964810371398926
101,0.0,9.0,40.0,819.0860531085922,0.93011474609375
102,0.0,9.0,50.0,819.0860518987713,0.9221296310424805
103,0.0,9.0,60.0,819.0860443268443,1.0157532691955566
104,0.0,9.0,70.0,819.0860219737169,0.8781216144561768
105,1.0,9.0,30.0,797.7113545627393,1.108790636062622
106,1.0,9.0,40.0,797.6643725850481,0.31903600692749023
107,1.0,9.0,50.0,797.6643797249319,0.5963134765625
108,1.0,9.0,60.0,797.66437811,0.28454113006591797
109,1.0,9.0,70.0,797.664382738104,0.32411766052246094
110,2.0,9.0,30.0,899.2802885791225,0.8342223167419434
111,2.0,9.0,40.0,899.2803132903214,1.4368293285369873
112,2.0,9.0,50.0,899.2803201362158,1.1370453834533691
113,2.0,9.0,60.0,899.2803000027506,0.29706239700317383
114,2.0,9.0,70.0,899.2802768751242,0.30754899978637695
115,3.0,9.0,30.0,734.0642956073854,0.98356032371521
116,3.0,9.0,40.0,734.064170579967,1.0276448726654053
117,3.0,9.0,50.0,734.0641782624868,0.9545934200286865
118,3.0,9.0,60.0,734.0641552580962,1.1242332458496094
119,3.0,9.0,70.0,734.0641676422952,1.043208360671997
120,4.0,9.0,30.0,718.6345398846059,0.8653790950775146
121,4.0,9.0,40.0,718.6345466665143,0.8415975570678711
122,4.0,9.0,50.0,718.6345524028135,0.8802297115325928
123,4.0,9.0,60.0,718.6345506228859,0.8791866302490234
124,4.0,9.0,70.0,718.6345686717344,0.8232004642486572
125,0.0,10.0,30.0,839.9603212021641,0.5740463733673096
126,0.0,10.0,40.0,839.9603618447672,1.3681507110595703
127,0.0,10.0,50.0,839.9603413474142,1.4430756568908691
128,0.0,10.0,60.0,839.9603282696471,1.265807867050171
129,0.0,10.0,70.0,839.9603231978406,1.6451568603515625
130,1.0,10.0,30.0,918.9929460489448,2.2644731998443604
131,1.0,10.0,40.0,918.9923661345579,2.1177189350128174
132,1.0,10.0,50.0,918.992866763754,2.1486551761627197
133,1.0,10.0,60.0,918.9928450293821,3.193950891494751
134,1.0,10.0,70.0,918.9923604738607,3.1920254230499268
135,2.0,10.0,30.0,751.6348124675444,1.5605838298797607
136,2.0,10.0,40.0,744.9317845063324,1.9896509647369385
137,2.0,10.0,50.0,744.931793416578,1.682443618774414
138,2.0,10.0,60.0,744.9317828091979,1.4597938060760498
139,2.0,10.0,70.0,744.9317867587838,1.3627386093139648
140,3.0,10.0,30.0,855.5833375544269,1.3396213054656982
141,3.0,10.0,40.0,842.0167106608441,1.4810810089111328
142,3.0,10.0,50.0,842.0167240562555,1.3525445461273193
143,3.0,10.0,60.0,842.0167419310973,1.3290228843688965
144,3.0,10.0,70.0,842.0167411997032,1.4661474227905273
145,4.0,10.0,30.0,662.3327884971734,1.4028503894805908
146,4.0,10.0,40.0,662.332803188973,1.4541823863983154
147,4.0,10.0,50.0,662.3327955576433,1.432281494140625
148,4.0,10.0,60.0,662.3328153494149,1.4328289031982422
149,4.0,10.0,70.0,662.3333562662277,1.3151485919952393
150,0.0,11.0,30.0,996.3989076796557,0.9596703052520752
151,0.0,11.0,40.0,983.1358854949243,1.8518614768981934
152,0.0,11.0,50.0,983.1358802498241,2.0564403533935547
153,0.0,11.0,60.0,983.1359051200784,1.0742323398590088
154,0.0,11.0,70.0,983.1358810183444,1.8768603801727295
155,1.0,11.0,30.0,832.4522334652155,1.7299611568450928
156,1.0,11.0,40.0,831.1081396112526,1.9981014728546143
157,1.0,11.0,50.0,831.1072875567837,2.0654895305633545
158,1.0,11.0,60.0,831.1081045284901,1.875636339187622
159,1.0,11.0,70.0,831.1079108312867,1.983992099761963
160,2.0,11.0,30.0,714.7284702261479,1.9970314502716064
161,2.0,11.0,40.0,702.460043088218,2.1048390865325928
162,2.0,11.0,50.0,702.4600195465346,2.2187752723693848
163,2.0,11.0,60.0,702.4600253140765,2.538099527359009
164,2.0,11.0,70.0,702.4600416969001,2.081676959991455
165,3.0,11.0,30.0,890.8840775211391,2.2575385570526123
166,3.0,11.0,40.0,890.8840612511021,1.9256165027618408
167,3.0,11.0,50.0,890.8840682156824,2.2822701930999756
168,3.0,11.0,60.0,890.8840731599913,2.502274751663208
169,3.0,11.0,70.0,890.884521623374,2.459162473678589
170,4.0,11.0,30.0,925.2425192383691,2.039604425430298
171,4.0,11.0,40.0,907.1197789128264,2.6246120929718018
172,4.0,11.0,50.0,907.1197814065174,1.9917049407958984
173,4.0,11.0,60.0,907.1197776481914,1.9940710067749023
174,4.0,11.0,70.0,907.1198068480178,2.160853385925293
175,0.0,12.0,30.0,909.1777401846903,2.6601994037628174
176,0.0,12.0,40.0,909.1766155094695,2.997880458831787
177,0.0,12.0,50.0,909.1766388063633,2.9911508560180664
178,0.0,12.0,60.0,909.1776050408229,2.8659512996673584
179,0.0,12.0,70.0,909.1776081167861,2.691023826599121
180,1.0,12.0,30.0,941.3200734771615,3.683312177658081
181,1.0,12.0,40.0,941.3200733063313,3.552680730819702
182,1.0,12.0,50.0,941.3200842929124,2.5297391414642334
183,1.0,12.0,60.0,941.3201122331,3.2734358310699463
184,1.0,12.0,70.0,941.3200840478936,3.546196699142456
185,2.0,12.0,30.0,1038.9352736179808,2.627657175064087
186,2.0,12.0,40.0,1038.9347458838756,4.06562876701355
187,2.0,12.0,50.0,1038.9352892309757,2.9044864177703857
188,2.0,12.0,60.0,1038.9347369077245,2.247445821762085
189,2.0,12.0,70.0,1038.9347450005553,2.703369379043579
190,3.0,12.0,30.0,770.619775243312,3.320131301879883
191,3.0,12.0,40.0,770.5123321493309,3.1553759574890137
192,3.0,12.0,50.0,770.5123341550011,3.137279748916626
193,3.0,12.0,60.0,770.512334010042,2.9305050373077393
194,3.0,12.0,70.0,770.5123365175699,3.310281276702881
195,4.0,12.0,30.0,822.9113015108562,3.398219585418701
196,4.0,12.0,40.0,822.91128502891,3.401646852493286
197,4.0,12.0,50.0,822.9112886791949,3.6469881534576416
198,4.0,12.0,60.0,822.9112928092483,3.546386957168579
199,4.0,12.0,70.0,822.9112896432044,3.3303189277648926
200,0.0,13.0,30.0,872.6261619175208,8.827322006225586
201,0.0,13.0,40.0,872.6277673811628,4.029422760009766
202,0.0,13.0,50.0,872.6261798013666,6.161904573440552
203,0.0,13.0,60.0,872.6279748652959,4.164858818054199
204,0.0,13.0,70.0,872.6263071347656,3.705730676651001
205,1.0,13.0,30.0,1258.1791869084825,4.67725396156311
206,1.0,13.0,40.0,1258.1778653040024,5.261542797088623
207,1.0,13.0,50.0,1258.1778570344368,8.607047319412231
208,1.0,13.0,60.0,1258.1778643531236,4.029728412628174
209,1.0,13.0,70.0,1258.1779357187538,5.2852232456207275
210,2.0,13.0,30.0,947.4393593097604,4.4870171546936035
211,2.0,13.0,40.0,947.4435723008344,4.773120880126953
212,2.0,13.0,50.0,947.4393881291214,3.5212152004241943
213,2.0,13.0,60.0,947.4415792494171,3.3813040256500244
214,2.0,13.0,70.0,947.4393863770308,4.524380922317505
215,3.0,13.0,30.0,1091.4597990051661,4.980253219604492
216,3.0,13.0,40.0,1081.946107831948,3.7678308486938477
217,3.0,13.0,50.0,1081.9461464863311,4.463858604431152
218,3.0,13.0,60.0,1081.9473408495774,4.822067737579346
219,3.0,13.0,70.0,1081.9460982882586,3.6621296405792236
220,4.0,13.0,30.0,700.6690127948557,4.114003419876099
221,4.0,13.0,40.0,700.6710322036566,3.659029245376587
222,4.0,13.0,50.0,700.6696951141157,4.541843414306641
223,4.0,13.0,60.0,700.6690239026688,4.424975633621216
224,4.0,13.0,70.0,700.6690029659787,4.201179027557373
225,0.0,14.0,30.0,984.4297404544378,6.190037965774536
226,0.0,14.0,40.0,984.4296324283367,5.499314308166504
227,0.0,14.0,50.0,984.4301591918704,7.1086554527282715
228,0.0,14.0,60.0,984.4296440803615,5.3749473094940186
229,0.0,14.0,70.0,984.429696959739,5.117320537567139
230,1.0,14.0,30.0,890.3992989721927,6.658077716827393
231,1.0,14.0,40.0,890.4009578802771,6.333453178405762
232,1.0,14.0,50.0,890.4026720952543,5.979372501373291
233,1.0,14.0,60.0,890.4009633796747,6.556805849075317
234,1.0,14.0,70.0,890.399879494153,6.459848880767822
235,2.0,14.0,30.0,899.1514063150157,8.526742935180664
236,2.0,14.0,40.0,897.9211360020176,6.951502084732056
237,2.0,14.0,50.0,897.9215335574997,6.821264743804932
238,2.0,14.0,60.0,897.9218781529487,5.8002777099609375
239,2.0,14.0,70.0,897.925381252744,10.299701690673828
240,3.0,14.0,30.0,974.7435388250879,6.653950452804565
241,3.0,14.0,40.0,973.6471221856734,5.449548721313477
242,3.0,14.0,50.0,973.6414101415144,6.534865617752075
243,3.0,14.0,60.0,973.6414155796556,5.681194543838501
244,3.0,14.0,70.0,973.641409428797,4.163199424743652
245,4.0,14.0,30.0,830.893595598615,5.741204261779785
246,4.0,14.0,40.0,830.8937407141614,5.183813571929932
247,4.0,14.0,50.0,830.8957122679701,3.9049763679504395
248,4.0,14.0,60.0,830.8935880710313,5.143585443496704
249,4.0,14.0,70.0,830.8936150419595,5.973665714263916
250,0.0,15.0,30.0,1015.3859174693861,5.330579996109009
251,0.0,15.0,40.0,1015.3850835867884,5.917492151260376
252,0.0,15.0,50.0,1015.3873388367506,7.939305067062378
253,0.0,15.0,60.0,1015.3848847550794,6.446293830871582
254,0.0,15.0,70.0,1015.3856177842945,8.224955558776855
255,1.0,15.0,30.0,1005.8895473558375,6.541593074798584
256,1.0,15.0,40.0,1005.8888655305922,5.97590970993042
257,1.0,15.0,50.0,1005.8876099204114,6.467334508895874
258,1.0,15.0,60.0,1005.8876160684566,7.0373289585113525
259,1.0,15.0,70.0,1005.8877875765288,5.622058629989624
260,2.0,15.0,30.0,1065.35898681441,5.385842561721802
261,2.0,15.0,40.0,1061.0113601938579,8.176375389099121
262,2.0,15.0,50.0,1061.0067022258415,7.9672956466674805
263,2.0,15.0,60.0,1061.0067632911848,6.560610771179199
264,2.0,15.0,70.0,1061.0088555726065,5.892657041549683
265,3.0,15.0,30.0,923.0267115216844,13.441158771514893
266,3.0,15.0,40.0,923.0240886919911,8.625629663467407
267,3.0,15.0,50.0,923.0234512142642,19.385891437530518
268,3.0,15.0,60.0,923.0249010734287,5.849121809005737
269,3.0,15.0,70.0,923.0234798855175,9.09567904472351
270,4.0,15.0,30.0,999.0348120079018,4.808946847915649
271,4.0,15.0,40.0,999.0356188285733,6.299938917160034
272,4.0,15.0,50.0,999.0364866249743,5.589195013046265
273,4.0,15.0,60.0,999.0346058991365,5.653581619262695
274,4.0,15.0,70.0,999.0324999561569,6.926954746246338
