,Instance,Size,Capacity,GAP,Runtime,NodeCount,ObjVal,Sec
173,4.0,11.0,60.0,0.9769584530200974,7200.015682935715,456358.0,873.9276322697787,0.0
174,4.0,11.0,70.0,0.9599026275913561,7200.549539804459,651577.0,826.1494483230065,0.0
175,0.0,12.0,30.0,0.948019411415133,7200.025318145752,418010.0,831.6750180779181,0.0
176,0.0,12.0,40.0,0.9878441058806162,7200.459920883179,423672.0,893.8562609642784,0.0
177,0.0,12.0,50.0,0.9975089532901483,7201.091408967972,688598.0,797.0205223000473,0.0
178,0.0,12.0,60.0,0.9979295810449347,7200.945198059082,591418.0,825.5391793619499,0.0
179,0.0,12.0,70.0,0.9484019637842951,7200.777437925339,528346.0,863.5807829061666,0.0
180,1.0,12.0,30.0,0.9608169744968612,7200.577194213867,549598.0,875.9569028972178,0.0
181,1.0,12.0,40.0,0.9935738102798678,7200.019484996796,445988.0,901.7084461564291,0.0
182,1.0,12.0,50.0,0.9815875226390076,7200.493531942368,444136.0,801.1184635174883,0.0
183,1.0,12.0,60.0,0.9850697114027915,7200.659039974213,501657.0,911.964674177766,0.0
184,1.0,12.0,70.0,0.9836299726281382,7200.543159008026,447513.0,866.0186934164742,0.0
185,2.0,12.0,30.0,0.9849247593442919,7200.023384094238,339687.0,882.0032526750035,0.0
186,2.0,12.0,40.0,0.9832781269070718,7200.018458843231,411632.0,873.3813741184485,0.0
187,2.0,12.0,50.0,0.9666120114385941,7200.742201089859,573747.0,839.0559511956998,0.0
188,2.0,12.0,60.0,0.985035732688414,7200.54708480835,467985.0,847.4415010700909,0.0
189,2.0,12.0,70.0,0.9853359811507094,7200.511824846268,458044.0,908.4891994429998,0.0
190,3.0,12.0,30.0,0.9792405166011955,7200.0157289505005,491969.0,708.4846992997751,0.0
191,3.0,12.0,40.0,0.9913142645949674,7200.552454948425,443304.0,759.0339556607639,0.0
192,3.0,12.0,50.0,0.9829029251628748,7200.026422023773,397533.0,737.0052502100565,0.0
193,3.0,12.0,60.0,0.9892409899761901,7200.015539884567,370884.0,722.6378802594606,0.0
194,3.0,12.0,70.0,0.9909717371605667,7200.537398815155,516199.0,753.5319016107184,0.0
195,4.0,12.0,30.0,0.9949126803659759,7200.019080877304,504787.0,773.1884127641995,0.0
196,4.0,12.0,40.0,0.9742155739361299,7200.020253896713,294426.0,654.9061766000216,0.0
197,4.0,12.0,50.0,0.9943785602149815,7200.584270000458,511384.0,780.8977285926845,0.0
198,4.0,12.0,60.0,0.9933921348059296,7200.6013379096985,539067.0,747.0132771051017,0.0
199,4.0,12.0,70.0,0.9984844120694356,7200.877244949341,718269.0,707.7861611239591,0.0
200,0.0,13.0,30.0,0.9927970316611564,7200.572961091995,452177.0,840.6842097334015,0.0
201,0.0,13.0,40.0,0.9987499797868666,7201.18053984642,595664.0,927.5498210629265,0.0
202,0.0,13.0,50.0,0.9925772482133017,7200.506057977676,376454.0,892.0671532163656,0.0
203,0.0,13.0,60.0,0.9990149097634429,7200.816994905472,599996.0,805.1118828790073,0.0
204,0.0,13.0,70.0,0.9988799033745974,7201.068761110306,539131.0,843.2337594398717,0.0
205,1.0,13.0,30.0,0.9890990881196422,7200.680451869965,447547.0,1036.0830698621826,0.0
206,1.0,13.0,40.0,0.9952707644721633,7200.5494389534,464129.0,1016.7716797746798,0.0
207,1.0,13.0,50.0,0.988525873117028,7200.743390798569,774530.0,993.0628390944556,0.0
208,1.0,13.0,60.0,0.9888361402458702,7200.568778038025,436874.0,1013.6604886288064,0.0
209,1.0,13.0,70.0,0.9886586384008924,7200.596601963043,690659.0,1000.6967742598297,0.0
210,2.0,13.0,30.0,0.998175321097126,7200.652599096298,478384.0,863.5898386480828,0.0
211,2.0,13.0,40.0,0.9979626969014637,7201.106885194778,854178.0,936.4170387695262,0.0
212,2.0,13.0,50.0,0.998535090924083,7200.561470985413,539290.0,863.2161630203533,0.0
213,2.0,13.0,60.0,0.9866721296825803,7200.602885961533,411790.0,910.7622645665786,0.0
214,2.0,13.0,70.0,0.9989917165208028,7200.8102850914,507524.0,860.0225475263962,0.0
215,3.0,13.0,30.0,0.9986737195587287,7200.8088619709015,657634.0,1001.8120994550095,0.0
216,3.0,13.0,40.0,0.9908623442989073,7200.5482449531555,547560.0,925.099162637083,0.0
217,3.0,13.0,50.0,0.9579161441275185,7200.58025097847,689495.0,928.7109288284073,0.0
218,3.0,13.0,60.0,0.9988594814604831,7200.83447098732,900263.0,957.1726222755487,0.0
219,3.0,13.0,70.0,0.990508806755058,7200.576802015305,447351.0,970.2438922971304,0.0
220,4.0,13.0,30.0,0.9993656870972785,7200.985512971878,525958.0,673.4750934279982,0.0
221,4.0,13.0,40.0,0.9964598713411277,7200.506433010101,421473.0,658.0256082462577,0.0
222,4.0,13.0,50.0,0.9978311014779235,7200.555475950241,474354.0,692.8693924693646,0.0
223,4.0,13.0,60.0,0.9986633847644032,7201.266200065613,782134.0,658.7839852984425,0.0
224,4.0,13.0,70.0,0.9979623805261938,7200.609796047211,522199.0,709.9073579797712,0.0
225,0.0,14.0,30.0,0.9994012546134944,7200.874747991562,565688.0,1141.012213070951,0.0
226,0.0,14.0,40.0,0.9988803758957228,7201.294818878174,688247.0,1144.7478464739502,0.0
227,0.0,14.0,50.0,0.9904431686367007,7200.652932882309,478643.0,1008.9010611397492,0.0
228,0.0,14.0,60.0,0.9985922634569195,7201.203134059906,755454.0,1080.2188088389585,0.0
229,0.0,14.0,70.0,0.9927674210588125,7200.612745046616,457240.0,1055.2182010662218,0.0
230,1.0,14.0,30.0,0.9824699274642577,7200.600571870804,423781.0,862.390714357511,0.0
231,1.0,14.0,40.0,0.9836540000821401,7200.689710855484,479939.0,878.2820140655144,0.0
232,1.0,14.0,50.0,0.9748105644160658,7200.721438169479,376475.0,902.3722100064729,0.0
233,1.0,14.0,60.0,0.9843292576688574,7200.6677339077,412183.0,918.66202884931,0.0
234,1.0,14.0,70.0,0.99889239644515,7200.82181096077,529636.0,875.1496699696769,0.0
235,2.0,14.0,30.0,0.9945573403332053,7200.704890966415,397372.0,875.0186338209246,0.0
236,2.0,14.0,40.0,0.9940912885424066,7200.72132396698,574963.0,850.988446442582,0.0
237,2.0,14.0,50.0,0.9946721466980767,7200.721522808075,518903.0,905.2765643111393,0.0
238,2.0,14.0,60.0,0.9991506836977846,7201.433480024338,738131.0,810.4653761998563,0.0
239,2.0,14.0,70.0,0.9983898794816557,7200.900707960129,478737.0,910.882651373666,0.0
240,3.0,14.0,30.0,0.9980643355261508,7200.950598955154,364751.0,1176.6974470211803,0.0
241,3.0,14.0,40.0,0.9990670349753216,7201.120271921158,572503.0,958.2969925426892,0.0
242,3.0,14.0,50.0,0.9985618332777757,7200.690493822098,491938.0,1106.8816992025918,0.0
243,3.0,14.0,60.0,0.9992513159027399,7200.872303009033,441950.0,1178.4581350074009,0.0
244,3.0,14.0,70.0,0.9971045928226101,7200.6367218494415,500994.0,1073.428439785821,0.0
245,4.0,14.0,30.0,0.99928613439925,7200.937845945358,513055.0,975.6777055481042,0.0
246,4.0,14.0,40.0,0.9994202041499436,7200.935388088226,430865.0,962.366644819602,0.0
247,4.0,14.0,50.0,0.9932455368337954,7200.590673923492,372452.0,803.6936224017792,0.0
248,4.0,14.0,60.0,0.9996033557160859,7201.029176950455,596466.0,914.5029864088949,0.0
249,4.0,14.0,70.0,0.9993319829069467,7200.63619017601,555790.0,955.7864586518276,0.0
250,0.0,15.0,30.0,0.9993449264340778,7201.140648126602,521158.0,1188.593626086506,0.0
251,0.0,15.0,40.0,0.999023066524053,7201.105091094971,638789.0,1186.6375301371154,0.0
252,0.0,15.0,50.0,0.9874137612512968,7200.702036857605,357451.0,1093.0933340174176,0.0
253,0.0,15.0,60.0,0.9996425717526607,7201.056856870651,741352.0,1141.9497271492387,0.0
254,0.0,15.0,70.0,0.9980895358285822,7200.77924990654,370252.0,1127.7940125402029,0.0
255,1.0,15.0,30.0,0.9892130841691339,7200.664144992828,326877.0,1148.468010888987,0.0
256,1.0,15.0,40.0,0.9891073518797431,7200.733124017715,305227.0,1136.331739166604,0.0
257,1.0,15.0,50.0,0.9988421940186791,7201.038295030594,542665.0,1032.7479875365132,0.0
258,1.0,15.0,60.0,0.9996537996863141,7201.408801078796,557695.0,1192.3809890124398,0.0
259,1.0,15.0,70.0,0.9886884457910712,7200.992783069611,397429.0,1104.595424644004,0.0
260,2.0,15.0,30.0,0.9890113367831834,7200.522284984589,325350.0,1208.3794373599953,0.0
261,2.0,15.0,40.0,0.9985392585326375,7200.6865429878235,564954.0,1141.8360651423163,0.0
262,2.0,15.0,50.0,0.9996398547226301,7201.0688219070435,585104.0,1133.924816209465,0.0
263,2.0,15.0,60.0,0.998635205706139,7200.930931806564,502640.0,1115.5393324029458,0.0
264,2.0,15.0,70.0,0.9994692651287306,7200.713754892349,480245.0,1219.421065372879,0.0
265,3.0,15.0,30.0,0.9987483429829407,7200.591367959976,401281.0,1057.6162070832902,0.0
266,3.0,15.0,40.0,0.9990715403274011,7200.574395895004,484948.0,928.2559281129061,0.0
267,3.0,15.0,50.0,0.9985185038939596,7201.094572067261,613097.0,1069.9206130347748,0.0
268,3.0,15.0,60.0,0.9991559373801384,7201.032428026199,926405.0,1088.3769963532898,0.0
269,3.0,15.0,70.0,0.9991837320261399,7201.234804153442,757720.0,1072.4597271294385,0.0
270,4.0,15.0,30.0,0.9994707213264092,7200.97190117836,611382.0,973.7468412645326,0.0
271,4.0,15.0,40.0,0.9994976543054809,7200.779139995575,379603.0,1015.0028515366487,0.0
272,4.0,15.0,50.0,0.9957577320145402,7201.090409040451,565712.0,1048.041625835408,0.0
273,4.0,15.0,60.0,0.9952827009070595,7200.734413862228,402714.0,898.6061577256812,0.0
274,4.0,15.0,70.0,0.9989053888734398,7201.439963102341,528918.0,981.507667449175,0.0
