,Size,Instance,Capacity,GAP,NodeCount,Runtime,ObjVal,HeurTime,HeurVal
46,6.0,4.0,40.0,0.0,8517.0,16.049695014953613,465.0436775756526,0.0900228023529052,607.0168717053748
47,6.0,4.0,50.0,0.0,10826.0,19.099370002746586,464.99881521759823,0.0728161334991455,607.016849796026
48,6.0,4.0,60.0,0.0,9032.0,11.078355073928831,464.9988591784327,0.0916337966918945,607.0170081294716
49,6.0,4.0,70.0,3.809789146513437e-06,9657.0,15.36063289642334,464.9988347529039,0.0765643119812011,607.0168739037895
50,7.0,0.0,30.0,9.496150333719256e-05,106883.0,311.9263799190521,496.8738262179588,0.1233868598937988,585.3577105857111
51,7.0,0.0,40.0,6.611590962828323e-05,108222.0,291.37129282951355,456.84977502567335,0.8386075496673584,585.3577222684256
52,7.0,0.0,50.0,8.944994182390647e-05,117723.0,320.11421179771423,456.8497191337336,0.7899448871612549,585.3577061526174
53,7.0,0.0,60.0,8.21694569816517e-05,117383.0,341.378545999527,456.8497663882965,0.5392110347747803,585.3577095159235
54,7.0,0.0,70.0,2.517713128273437e-05,105151.0,253.3124361038208,456.8500140515272,0.1137967109680175,585.3577188365102
55,7.0,1.0,30.0,9.384869210327129e-05,73655.0,251.01904296875,568.0859474056131,0.1209104061126709,814.6681675429897
56,7.0,1.0,40.0,8.821445494703883e-05,67488.0,183.9800450801849,515.1238647444891,0.486098051071167,784.6682023219261
57,7.0,1.0,50.0,8.769173915048565e-05,72129.0,245.3401279449463,504.4521254283977,0.1077919006347656,768.5669232044297
58,7.0,1.0,60.0,8.389077252732138e-05,74763.0,169.33084297180176,504.4539640752901,0.6346476078033447,768.5669276316377
59,7.0,1.0,70.0,9.23846509727276e-05,81438.0,173.71384501457214,504.4521992686244,0.757861852645874,768.5669357422198
60,7.0,2.0,30.0,9.069126404895471e-05,41618.0,119.7869758605957,596.8404213211193,0.1297972202301025,840.811990780034
61,7.0,2.0,40.0,8.030195805092404e-05,60561.0,134.7327401638031,580.3749978182043,0.684739351272583,811.2307725963176
62,7.0,2.0,50.0,2.1282272802110536e-05,59255.0,112.05159091949464,552.7265892126337,0.142435073852539,811.2307736711307
63,7.0,2.0,60.0,8.034055835933611e-05,60481.0,110.44882297515868,552.7266178734772,0.1453309059143066,811.2307786258709
64,7.0,2.0,70.0,6.382725476807319e-05,56259.0,148.48494791984558,552.726679628681,0.7870726585388184,811.2307657929433
65,7.0,3.0,30.0,7.82948473541558e-05,65432.0,147.19670796394348,638.4847500635283,0.1416106224060058,694.6811240180726
66,7.0,3.0,40.0,8.41591543763757e-05,77092.0,183.06778407096863,604.6524261371841,0.1496965885162353,690.2624309870644
67,7.0,3.0,50.0,1.626994658623665e-05,98342.0,196.6920580863953,589.3028835785318,0.5722882747650146,690.2624221626138
68,7.0,3.0,60.0,4.948707784501028e-05,113076.0,199.71390914916992,589.302954024675,0.8009452819824219,690.2624404141943
69,7.0,3.0,70.0,6.108740137134272e-05,135152.0,313.4005160331726,589.3029408373674,0.169954776763916,690.2624392936758
70,7.0,4.0,30.0,5.824959390720086e-05,77235.0,179.65244698524475,528.2745492368167,0.528881311416626,641.76222830018
71,7.0,4.0,40.0,6.999674756984485e-05,89130.0,228.77446603775024,479.44091584020407,0.1429481506347656,611.7622107436451
72,7.0,4.0,50.0,3.780105376740196e-05,89811.0,192.87015104293823,479.4406288224312,0.1528711318969726,607.0663911895351
73,7.0,4.0,60.0,8.379894079812846e-06,99313.0,220.31852102279663,479.4406082904438,0.157862901687622,607.0664052990795
74,7.0,4.0,70.0,4.205142673344648e-05,140918.0,327.94643998146057,479.440595530038,0.1401841640472412,607.0664074876635
75,8.0,0.0,30.0,9.588369071179522e-05,274337.0,966.5587990283966,713.2740522187937,0.5954265594482422,758.8974520127351
76,8.0,0.0,40.0,9.871518955351991e-05,448852.0,1397.9401879310608,658.9102789383281,0.6780128479003906,751.4636604194014
77,8.0,0.0,50.0,9.942329507313926e-05,713336.0,2074.440139055252,649.8440032228289,0.6770448684692383,751.4636775709008
78,8.0,0.0,60.0,9.960721607596788e-05,887045.0,2629.3705248832703,649.7009111974489,0.663034200668335,751.4636505361116
79,8.0,0.0,70.0,9.756475787013758e-05,860889.0,2814.825736999512,649.7004132144712,0.675713300704956,751.4636378517482
80,8.0,1.0,30.0,9.15620929426491e-05,338392.0,2066.5571959018707,577.7486561010194,0.5858919620513916,793.1609078023749
81,8.0,1.0,40.0,9.974429936977411e-05,377058.0,1927.6961090564728,518.6693385142858,0.5094447135925293,781.900109766035
82,8.0,1.0,50.0,8.246759049935152e-05,400590.0,1607.3338961601255,514.0713243468365,0.5184118747711182,781.9000962776224
83,8.0,1.0,60.0,9.404920305677186e-05,382236.0,1690.0719561576843,514.07132813671,0.5390753746032715,781.900096953618
84,8.0,1.0,70.0,9.957543263141872e-05,445327.0,1717.7512278556824,514.0716114515164,0.5665860176086426,781.9000906374124
85,8.0,2.0,30.0,8.712583679187364e-05,313258.0,1127.5688190460205,630.9842135349278,0.7412829399108887,828.3261474363176
86,8.0,2.0,40.0,9.5049908651478e-05,496171.0,2446.7369940280914,613.3314635338347,0.1774635314941406,817.2628032832924
87,8.0,2.0,50.0,9.709451539137266e-05,520589.0,2508.812620162964,594.9409987720851,0.2222723960876464,817.262806773211
88,8.0,2.0,60.0,9.888085107399902e-05,549232.0,2024.6392800807955,594.9409742300713,0.942579746246338,817.2628398358078
89,8.0,2.0,70.0,8.838884918825543e-05,720433.0,3641.3815960884094,594.9410140649923,0.8426191806793213,817.2628028934159
90,8.0,3.0,30.0,9.691138239010872e-05,432110.0,2225.316148042679,436.1482850098628,0.7236313819885254,705.6164031700205
91,8.0,3.0,40.0,9.99123573261483e-05,533236.0,2462.3142681121826,421.5447477232496,0.8018853664398193,705.616398705043
92,8.0,3.0,50.0,9.814766817326446e-05,426112.0,1609.8400950431824,421.54477416794833,0.8256373405456543,705.6164034399613
93,8.0,3.0,60.0,8.615760820986692e-05,622156.0,2625.481810092926,421.5448076685346,0.8196470737457275,705.6163949237424
94,8.0,3.0,70.0,6.623877910485626e-05,599231.0,2007.7139480113983,421.54484546251285,0.8165378570556641,705.6164039209344
95,8.0,4.0,30.0,9.58565676383156e-05,352820.0,1710.856469154358,661.7901935728945,0.8531143665313721,820.3466510095936
96,8.0,4.0,40.0,9.677879448963276e-05,650457.0,3435.165369033813,656.9482416291098,0.1916072368621826,811.0301365877478
97,8.0,4.0,50.0,8.822923147187616e-05,627835.0,2304.152304887772,637.8179508932398,0.1717216968536377,811.0301447932836
98,8.0,4.0,60.0,9.70783828147558e-05,827966.0,3452.881301164627,628.5099837015637,0.1740446090698242,811.0301522055975
99,8.0,4.0,70.0,9.630167474960622e-05,971906.0,3439.0089960098267,628.5100216001568,0.1885714530944824,811.0301203451752
100,9.0,0.0,30.0,0.2423010575711813,864332.0,7200.65570807457,641.8555743794567,0.8964810371398926,835.5308756996203
101,9.0,0.0,40.0,0.2119960592948978,1099436.0,7200.02258682251,600.416148490747,0.93011474609375,819.0860531085922
102,9.0,0.0,50.0,0.2432266214348442,957118.0,7200.023537874222,600.2823590155743,0.9221296310424804,819.0860518987713
103,9.0,0.0,60.0,0.3875386113151347,792227.0,7200.028939962387,600.2832092083545,1.0157532691955566,819.0860443268443
104,9.0,0.0,70.0,0.2110812204747991,1188440.0,7200.017152070999,600.2823916575005,0.8781216144561768,819.0860219737169
105,9.0,1.0,30.0,0.3434137704587242,768514.0,7200.036190032959,601.1329925989307,1.108790636062622,797.7113545627393
106,9.0,1.0,40.0,0.3542848090977301,842714.0,7200.017379045486,571.7939963711524,0.3190360069274902,797.6643725850481
107,9.0,1.0,50.0,0.3262905296743505,899851.0,7200.016568899155,542.3216807516935,0.5963134765625,797.6643797249319
108,9.0,1.0,60.0,0.4717574002106675,731549.0,7200.020970106125,561.1343435029457,0.2845411300659179,797.66437811
109,9.0,1.0,70.0,0.3062002177682248,1066478.0,7200.014626026154,542.3379838658739,0.3241176605224609,797.664382738104
110,9.0,2.0,30.0,0.2840076751213199,883241.0,7200.015841007233,743.7298100302548,0.8342223167419434,899.2802885791225
111,9.0,2.0,40.0,0.4153664656123363,771559.0,7200.024657964706,730.4651437573282,1.4368293285369873,899.2803132903214
112,9.0,2.0,50.0,0.3701974717283475,761516.0,7200.023412942886,673.2151584752357,1.1370453834533691,899.2803201362158
113,9.0,2.0,60.0,0.3437476447839915,839255.0,7200.338908910751,653.9898159334141,0.2970623970031738,899.2803000027506
114,9.0,2.0,70.0,0.3573978955980067,805401.0,7200.013060092926,652.6820764432238,0.3075489997863769,899.2802768751242
115,9.0,3.0,30.0,0.3024113276466427,1014113.0,7200.013892173767,641.640643176307,0.98356032371521,734.0642956073854
116,9.0,3.0,40.0,0.4563444729117231,790064.0,7200.011549949646,632.1223667498202,1.0276448726654053,734.064170579967
117,9.0,3.0,50.0,0.3087122312222282,1160987.0,7201.750319957733,610.2782885192231,0.9545934200286864,734.0641782624868
118,9.0,3.0,60.0,0.3325563226430977,1218592.0,7201.576581954956,618.9928799079235,1.1242332458496094,734.0641552580962
119,9.0,3.0,70.0,0.4277387408206998,936334.0,7200.011718988419,611.7807319633073,1.043208360671997,734.0641676422952
120,9.0,4.0,30.0,0.1982828269602373,1320685.0,7200.01388502121,503.6841743323632,0.8653790950775146,718.6345398846059
121,9.0,4.0,40.0,0.2167115320418073,1604367.0,7203.472013950348,489.2827227061649,0.8415975570678711,718.6345466665143
122,9.0,4.0,50.0,0.1824615175888201,1485957.0,7200.016355991364,489.2827328774672,0.8802297115325928,718.6345524028135
123,9.0,4.0,60.0,0.2394468392514398,1444830.0,7200.015205860138,489.2827378375276,0.8791866302490234,718.6345506228859
124,9.0,4.0,70.0,0.255640915110344,1479806.0,7202.708346128464,485.5870237605251,0.8232004642486572,718.6345686717344
125,10.0,0.0,30.0,0.4353486416588289,828947.0,7200.016422986984,733.7283949974181,0.5740463733673096,839.9603212021641
126,10.0,0.0,40.0,0.5691265074392136,829853.0,7201.931914806366,711.8357796760645,1.3681507110595703,839.9603618447672
127,10.0,0.0,50.0,0.3964383002314948,836477.0,7200.114660024643,687.4191136011211,1.4430756568908691,839.9603413474142
128,10.0,0.0,60.0,0.553470787331396,740811.0,7201.201346158981,719.1967411639279,1.265807867050171,839.9603282696471
129,10.0,0.0,70.0,0.4406421881523412,1173910.0,7202.700343132019,693.1175860054685,1.6451568603515625,839.9603231978406
130,10.0,1.0,30.0,0.4776045593137806,803352.0,7200.828624010086,683.269781459876,2.2644731998443604,918.9929460489448
131,10.0,1.0,40.0,0.5471497828672796,702618.0,7201.208819150925,707.1988820804506,2.1177189350128174,918.992366134558
132,10.0,1.0,50.0,0.5232795516338978,777833.0,7201.571027994156,648.9658874381363,2.14865517616272,918.992866763754
133,10.0,1.0,60.0,0.5021220137192396,856347.0,7202.01056599617,634.1838016405925,3.193950891494751,918.992845029382
134,10.0,1.0,70.0,0.5777362978116406,656651.0,7200.017450809479,644.3991200761552,3.1920254230499268,918.9923604738608
135,10.0,2.0,30.0,0.4159861446144381,786638.0,7201.143806934357,632.6478393208438,1.5605838298797607,751.6348124675444
136,10.0,2.0,40.0,0.3976974118800831,1147219.0,7202.616574048996,620.62103314008,1.9896509647369385,744.9317845063324
137,10.0,2.0,50.0,0.3421694190960704,1108140.0,7202.538677930832,592.4341300096062,1.682443618774414,744.931793416578
138,10.0,2.0,60.0,0.4865955300501239,860478.0,7202.679589986801,615.9503433870823,1.4597938060760498,744.9317828091979
139,10.0,2.0,70.0,0.3707286008891203,939168.0,7202.684762001038,596.3091775879283,1.3627386093139648,744.9317867587838
140,10.0,3.0,30.0,0.484388355735533,647006.0,7200.019170999527,721.5024134854817,1.3396213054656982,855.5833375544269
141,10.0,3.0,40.0,0.4562045006219562,810539.0,7200.944787025452,769.0479802129782,1.4810810089111328,842.0167106608441
142,10.0,3.0,50.0,0.5199846864882731,739467.0,7201.611900806427,721.7910700744789,1.3525445461273191,842.0167240562555
143,10.0,3.0,60.0,0.4755417523893804,819751.0,7201.19687795639,707.2615981788109,1.3290228843688965,842.0167419310973
144,10.0,3.0,70.0,0.5080559136191153,816140.0,7201.6077399253845,712.9489875722966,1.4661474227905271,842.0167411997032
145,10.0,4.0,30.0,0.4177889761233144,1019057.0,7202.922252178192,550.9723080672687,1.4028503894805908,662.3327884971734
146,10.0,4.0,40.0,0.4325595020894281,1107902.0,7202.148243188858,541.0263431925989,1.4541823863983154,662.332803188973
147,10.0,4.0,50.0,0.4265391131159938,1234880.0,7202.528282880783,554.52508772398,1.432281494140625,662.3327955576433
148,10.0,4.0,60.0,0.4363685107348491,1148969.0,7201.757879972458,532.794095447524,1.4328289031982422,662.3328153494149
149,10.0,4.0,70.0,0.4196564254817475,1608654.0,7202.964501857758,529.9117167251388,1.3151485919952393,662.3333562662277
150,11.0,0.0,30.0,0.4262153268644942,1116727.0,7202.152563095093,764.1194311883121,0.9596703052520752,996.3989076796556
151,11.0,0.0,40.0,0.5163169902085276,967352.0,7201.68687415123,744.9757679899501,1.8518614768981931,983.1358854949244
152,11.0,0.0,50.0,0.5335989685979844,821662.0,7201.6791071891785,787.377217006859,2.0564403533935547,983.135880249824
153,11.0,0.0,60.0,0.5765727349672114,1000896.0,7201.094216823578,688.4352469727912,1.0742323398590088,983.1359051200784
154,11.0,0.0,70.0,0.5215587744468483,829880.0,7201.639974117279,705.9189100353138,1.8768603801727293,983.1358810183444
155,11.0,1.0,30.0,0.4556353372671612,894546.0,7201.84633398056,628.2893339647725,1.7299611568450928,832.4522334652155
156,11.0,1.0,40.0,0.4787764368759626,892250.0,7201.333812952042,597.0483295782019,1.9981014728546145,831.1081396112526
157,11.0,1.0,50.0,0.4466691741803266,873851.0,7200.816348075867,530.2099826780012,2.0654895305633545,831.1072875567837
158,11.0,1.0,60.0,0.469383769392213,1061956.0,7201.615985155106,600.3221635235968,1.875636339187622,831.1081045284901
159,11.0,1.0,70.0,0.4473942819498058,1128368.0,7201.910114049912,579.5860477562219,1.983992099761963,831.1079108312867
160,11.0,2.0,30.0,0.5059911228432883,1269615.0,7202.558490991592,714.7284702261479,1.9970314502716064,714.7284702261479
161,11.0,2.0,40.0,0.4599642088036432,1542958.0,7202.86070895195,674.9627726175486,2.1048390865325928,702.460043088218
162,11.0,2.0,50.0,0.5273138366227842,1118089.0,7202.514539003372,699.4772934503696,2.2187752723693848,702.4600195465346
163,11.0,2.0,60.0,0.5403788703427999,1175168.0,7202.308147192001,666.4395524440083,2.538099527359009,702.4600253140765
164,11.0,2.0,70.0,0.5460643435355655,1226941.0,7201.680173873901,671.3967449668039,2.081676959991455,702.4600416969001
165,11.0,3.0,30.0,0.7000742303266917,741385.0,7201.43173289299,693.7906999185357,2.2575385570526123,890.8840775211391
166,11.0,3.0,40.0,0.6629371742900544,807082.0,7201.199177980423,657.3387355388251,1.9256165027618408,890.8840612511021
167,11.0,3.0,50.0,0.6205717388795108,919528.0,7201.705254077911,602.0760558678951,2.282270193099976,890.8840682156824
168,11.0,3.0,60.0,0.6899892124637399,657675.0,7201.353394985199,678.9567897151599,2.502274751663208,890.8840731599913
169,11.0,3.0,70.0,0.7101038366838672,994803.0,7202.004786014557,740.0959812488071,2.459162473678589,890.884521623374
170,11.0,4.0,30.0,0.61849891037954,901446.0,7201.379981994629,803.2006589473074,2.039604425430298,925.2425192383693
171,11.0,4.0,40.0,0.6417814540864415,860704.0,7201.802444934845,773.9642295932349,2.6246120929718018,907.1197789128264
172,11.0,4.0,50.0,0.5918962903345328,984724.0,7201.675087928772,731.1854094198445,1.9917049407958984,907.1197814065174
173,11.0,4.0,60.0,0.6467127378019829,773145.0,7201.315779924393,735.3676757850042,1.9940710067749023,907.1197776481914
174,11.0,4.0,70.0,0.5727054981528243,1031792.0,7201.524421930313,726.9949213163005,2.160853385925293,907.1198068480178
175,12.0,0.0,30.0,0.6251307570131495,809373.0,7201.447909116745,827.219731378663,2.6601994037628174,909.1777401846904
176,12.0,0.0,40.0,0.6557667939559609,858292.0,7201.143315792084,732.0472643759142,2.997880458831787,909.1766155094696
177,12.0,0.0,50.0,0.7796763904770023,642771.0,7201.240206003189,734.0749498112846,2.9911508560180664,909.1766388063631
178,12.0,0.0,60.0,0.6562696765666451,867094.0,7201.8452661037445,734.5373525165412,2.8659512996673584,909.1776050408228
179,12.0,0.0,70.0,0.7703503254326315,670804.0,7201.388707876205,675.8370627996323,2.691023826599121,909.177608116786
180,12.0,1.0,30.0,0.5498407560169553,718632.0,7201.275505065918,765.1681153160375,3.683312177658081,941.3200734771616
181,12.0,1.0,40.0,0.5878405240860582,791637.0,7200.949507951736,771.8465481730316,3.552680730819702,941.3200733063312
182,12.0,1.0,50.0,0.6723341447259429,663045.0,7201.239302873611,774.0704182928775,2.5297391414642334,941.3200842929124
183,12.0,1.0,60.0,0.7050623353880875,819484.0,7201.482564926148,784.0945933941806,3.2734358310699463,941.3201122331
184,12.0,1.0,70.0,0.5779031192914404,1189645.0,7201.929265022278,742.5363912221485,3.546196699142456,941.3200840478936
185,12.0,2.0,30.0,0.8144180535628498,543469.0,7200.9362251758575,851.2410228210645,2.627657175064087,1038.9352736179808
186,12.0,2.0,40.0,0.7506095026347264,634354.0,7201.354171991348,814.714141572993,4.06562876701355,1038.9347458838756
187,12.0,2.0,50.0,0.8250522810516501,528359.0,7201.034744977951,778.8261995005316,2.9044864177703857,1038.9352892309755
188,12.0,2.0,60.0,0.7564026889463707,548374.0,7201.108129024506,716.1359892920337,2.247445821762085,1038.9347369077243
189,12.0,2.0,70.0,0.7780386321996373,536334.0,7200.934277057648,745.884294308446,2.703369379043579,1038.9347450005553
190,12.0,3.0,30.0,0.6565784463622226,1051407.0,7201.118541002274,697.1458405942573,3.320131301879883,770.619775243312
191,12.0,3.0,40.0,0.6278553567432734,997570.0,7201.641443967819,683.5477468938776,3.1553759574890137,770.5123321493309
192,12.0,3.0,50.0,0.6693818239497638,905879.0,7201.148253917694,685.3422596290329,3.137279748916626,770.5123341550011
193,12.0,3.0,60.0,0.6923487430356704,881294.0,7201.268209934235,654.2578044817832,2.9305050373077397,770.512334010042
194,12.0,3.0,70.0,0.6028218649502188,1509605.0,7202.756746053696,635.491942726064,3.310281276702881,770.5123365175699
195,12.0,4.0,30.0,0.6777227906974599,684972.0,7201.032642126083,704.8678971539537,3.398219585418701,822.9113015108562
196,12.0,4.0,40.0,0.7175711301042816,707850.0,7201.220241069794,684.3616270983554,3.401646852493286,822.91128502891
197,12.0,4.0,50.0,0.7564523906894187,519844.0,7201.085797071457,684.9651204874898,3.6469881534576416,822.9112886791949
198,12.0,4.0,60.0,0.7980798534579397,611054.0,7201.021528959274,719.8608989854861,3.546386957168579,822.9112928092483
199,12.0,4.0,70.0,0.7975397941743655,665348.0,7201.316913127899,654.4094825599045,3.3303189277648926,822.9112896432044
200,13.0,0.0,30.0,0.7987177427946649,646419.0,7201.459432125092,835.2634046843589,8.827322006225586,872.6261619175208
201,13.0,0.0,40.0,0.7682336812520602,583598.0,7202.050565004349,770.71905937765,4.029422760009766,872.6277673811628
202,13.0,0.0,50.0,0.8685238656528239,411297.0,7201.106922864914,805.0966938836682,6.161904573440552,872.6261798013666
203,13.0,0.0,60.0,0.7489883831662355,522048.0,7201.655433893204,770.3534624039893,4.164858818054199,872.6279748652959
204,13.0,0.0,70.0,0.8627798589844531,446952.0,7201.0046100616455,829.4924192128149,3.705730676651001,872.6263071347656
205,13.0,1.0,30.0,0.8896757449398605,262227.0,7200.026002168655,1016.9391332387509,4.67725396156311,1258.1791869084825
206,13.0,1.0,40.0,0.8827774008517255,326182.0,7201.023057937622,926.7103745547432,5.261542797088623,1258.1778653040024
207,13.0,1.0,50.0,0.8376252347220813,353480.0,7200.981024026871,853.933731079429,8.607047319412231,1258.1778570344368
208,13.0,1.0,60.0,0.8663101073655007,401800.0,7200.880172967911,910.2806581752582,4.029728412628174,1258.1778643531236
209,13.0,1.0,70.0,0.8245003691321643,375996.0,7201.223515033722,889.5661917462551,5.285223245620728,1258.1779357187538
210,13.0,2.0,30.0,0.804300066275115,346822.0,7200.806910037994,832.0895478060713,4.487017154693604,947.4393593097604
211,13.0,2.0,40.0,0.8431314166298493,317539.0,7200.031231880188,805.6948866782604,4.773120880126953,947.4435723008344
212,13.0,2.0,50.0,0.8443849936921295,416491.0,7201.001154899597,805.1477023777903,3.5212152004241943,947.4393881291214
213,13.0,2.0,60.0,0.7883095529860982,528240.0,7201.486881971359,856.5188852556541,3.3813040256500244,947.4415792494171
214,13.0,2.0,70.0,0.8576508944886393,311159.0,7201.155209064484,742.6890220062943,4.524380922317505,947.4393863770308
215,13.0,3.0,30.0,0.7629387622575666,359379.0,7200.8810069561005,971.3614718847324,4.980253219604492,1091.459799005166
216,13.0,3.0,40.0,0.7492260735230751,446817.0,7201.080893993378,922.5251057311536,3.767830848693848,1081.946107831948
217,13.0,3.0,50.0,0.7401974373868301,445838.0,7201.0914478302,910.9868669802672,4.463858604431152,1081.9461464863311
218,13.0,3.0,60.0,0.8623665272472503,292727.0,7200.034651994705,949.1458708291524,4.822067737579346,1081.9473408495774
219,13.0,3.0,70.0,0.6610900674789995,505458.0,7201.045989990234,766.3765547826999,3.662129640579224,1081.9460982882586
220,13.0,4.0,30.0,0.7852550905575791,553666.0,7201.149142026901,625.8813426402926,4.114003419876099,700.6690127948557
221,13.0,4.0,40.0,0.751134214082058,556551.0,7201.490704059601,606.1034522269063,3.659029245376587,700.6710322036566
222,13.0,4.0,50.0,0.842682055053595,596666.0,7201.293743848801,620.3170427906173,4.541843414306641,700.6696951141157
223,13.0,4.0,60.0,0.803412006046798,856964.0,7201.739365816116,647.1336290558114,4.424975633621216,700.6690239026688
224,13.0,4.0,70.0,0.8997082722563896,631564.0,7201.070359945297,656.8079135805392,4.201179027557373,700.6690029659787
225,14.0,0.0,30.0,0.8670170453121914,617292.0,7200.856606960297,984.4297404544378,6.190037965774536,984.4297404544378
226,14.0,0.0,40.0,0.8008531450612322,515494.0,7200.98378109932,790.8262339159741,5.499314308166504,984.4296324283368
227,14.0,0.0,50.0,0.8680600863862282,589121.0,7201.217821121216,984.4301591918704,7.108655452728272,984.4301591918704
228,14.0,0.0,60.0,0.875785576367986,630777.0,7201.282848834992,984.4296440803616,5.3749473094940186,984.4296440803616
