,Instance,Size,Capacity,ObjVal_h,Time_h
131,1.0,10.0,40.0,918.9923661345579,2.0702288150787354
132,1.0,10.0,50.0,918.992866763754,1.9275360107421875
133,1.0,10.0,60.0,918.9928450293821,2.5042569637298584
134,1.0,10.0,70.0,918.9923604738607,2.4968149662017822
135,2.0,10.0,30.0,751.6348124675444,1.3020708560943604
136,2.0,10.0,40.0,744.9317845063324,1.2176845073699951
137,2.0,10.0,50.0,744.931793416578,1.4452636241912842
138,2.0,10.0,60.0,744.9317828091979,1.2108681201934814
139,2.0,10.0,70.0,744.9317867587838,1.1064519882202148
140,3.0,10.0,30.0,855.5833375544269,1.107461929321289
141,3.0,10.0,40.0,842.0167106608441,1.1815671920776367
142,3.0,10.0,50.0,842.0167240562555,1.1507997512817383
143,3.0,10.0,60.0,842.0167419310973,1.2265651226043701
144,3.0,10.0,70.0,842.0167411997032,1.2305138111114502
145,4.0,10.0,30.0,662.3327884971734,1.0940613746643066
146,4.0,10.0,40.0,662.332803188973,1.1433258056640625
147,4.0,10.0,50.0,662.3327955576433,1.135091781616211
148,4.0,10.0,60.0,662.3328153494149,1.0600881576538086
149,4.0,10.0,70.0,662.3333562662277,1.0195250511169434
150,0.0,11.0,30.0,996.3989076796557,0.6476974487304688
151,0.0,11.0,40.0,983.1358854949243,1.6568665504455566
152,0.0,11.0,50.0,983.1358802498241,1.6257977485656738
153,0.0,11.0,60.0,983.1359051200784,0.687410831451416
154,0.0,11.0,70.0,983.1358810183444,1.672208309173584
155,1.0,11.0,30.0,832.4522334652155,1.428130865097046
156,1.0,11.0,40.0,831.1081396112526,1.6710598468780518
157,1.0,11.0,50.0,831.1072875567837,1.7334904670715332
158,1.0,11.0,60.0,831.1081045284901,1.609375
159,1.0,11.0,70.0,831.1079108312867,1.6157150268554688
160,2.0,11.0,30.0,714.7284702261479,1.67734694480896
161,2.0,11.0,40.0,702.460043088218,1.9079580307006836
162,2.0,11.0,50.0,702.4600195465346,1.8918027877807617
163,2.0,11.0,60.0,702.4600253140765,1.8379731178283691
164,2.0,11.0,70.0,702.4600416969001,1.7115471363067627
165,3.0,11.0,30.0,890.8840775211391,1.9320552349090576
166,3.0,11.0,40.0,890.8840612511021,1.6829802989959717
167,3.0,11.0,50.0,890.8840682156824,2.0231740474700928
168,3.0,11.0,60.0,890.8840731599913,2.1300554275512695
169,3.0,11.0,70.0,890.884521623374,2.041633367538452
170,4.0,11.0,30.0,925.2425192383691,1.6629505157470703
171,4.0,11.0,40.0,907.1197789128264,2.1967074871063232
172,4.0,11.0,50.0,907.1197814065174,1.6588711738586426
173,4.0,11.0,60.0,907.1197776481914,1.6522085666656494
174,4.0,11.0,70.0,907.1198068480178,1.7038819789886475
175,0.0,12.0,30.0,909.1777401846903,2.1234476566314697
176,0.0,12.0,40.0,909.1766155094695,2.4007437229156494
177,0.0,12.0,50.0,909.1766388063633,2.1837003231048584
178,0.0,12.0,60.0,909.1776050408229,2.4090120792388916
179,0.0,12.0,70.0,909.1776081167861,2.406114101409912
180,1.0,12.0,30.0,941.3200734771615,2.586310863494873
181,1.0,12.0,40.0,941.3200733063313,3.3310253620147705
182,1.0,12.0,50.0,941.3200842929124,2.511354684829712
183,1.0,12.0,60.0,941.3201122331,3.1460185050964355
184,1.0,12.0,70.0,941.3200840478936,2.9215805530548096
185,2.0,12.0,30.0,1038.9352736179808,2.0928165912628174
186,2.0,12.0,40.0,1038.9347458838756,3.0135605335235596
187,2.0,12.0,50.0,1038.9352892309757,2.820570230484009
188,2.0,12.0,60.0,1038.9347369077245,1.956103801727295
189,2.0,12.0,70.0,1038.9347450005553,2.4432473182678223
190,3.0,12.0,30.0,770.619775243312,2.2491297721862793
191,3.0,12.0,40.0,770.5123321493309,2.654263734817505
192,3.0,12.0,50.0,770.5123341550011,2.527585029602051
193,3.0,12.0,60.0,770.512334010042,2.4884302616119385
194,3.0,12.0,70.0,770.5123365175699,2.4733996391296387
195,4.0,12.0,30.0,822.9113015108562,2.6435155868530273
196,4.0,12.0,40.0,822.91128502891,2.61263370513916
197,4.0,12.0,50.0,822.9112886791949,2.4463794231414795
198,4.0,12.0,60.0,822.9112928092483,2.381967067718506
199,4.0,12.0,70.0,822.9112896432044,2.402653694152832
200,0.0,13.0,30.0,872.6261619175208,4.8277587890625
201,0.0,13.0,40.0,872.6277673811628,3.4261186122894287
202,0.0,13.0,50.0,872.6261798013666,4.14792537689209
203,0.0,13.0,60.0,872.6279748652959,3.4423024654388428
204,0.0,13.0,70.0,872.6263071347656,3.0896592140197754
205,1.0,13.0,30.0,1258.1791869084825,3.8707075119018555
206,1.0,13.0,40.0,1258.1778653040024,4.268780708312988
207,1.0,13.0,50.0,1258.1778570344368,6.801908254623413
208,1.0,13.0,60.0,1258.1778643531236,3.7642457485198975
209,1.0,13.0,70.0,1258.1779357187538,4.172475099563599
210,2.0,13.0,30.0,947.4393593097604,2.7989487648010254
211,2.0,13.0,40.0,947.4435723008344,3.355456829071045
212,2.0,13.0,50.0,947.4393881291214,2.9141454696655273
213,2.0,13.0,60.0,947.4415792494171,3.0618064403533936
214,2.0,13.0,70.0,947.4393863770308,3.3035194873809814
215,3.0,13.0,30.0,1091.4597990051661,3.0984983444213867
216,3.0,13.0,40.0,1081.946107831948,3.5623819828033447
217,3.0,13.0,50.0,1081.9461464863311,3.7801735401153564
218,3.0,13.0,60.0,1081.9473408495774,3.2400341033935547
219,3.0,13.0,70.0,1081.9460982882586,3.2305097579956055
220,4.0,13.0,30.0,700.6690127948557,3.7572762966156006
221,4.0,13.0,40.0,700.6710322036566,3.0403075218200684
222,4.0,13.0,50.0,700.6696951141157,3.1397337913513184
223,4.0,13.0,60.0,700.6690239026688,3.3938677310943604
224,4.0,13.0,70.0,700.6690029659787,3.6375088691711426
225,0.0,14.0,30.0,984.4297404544378,3.6600263118743896
226,0.0,14.0,40.0,984.4296324283367,3.305562734603882
227,0.0,14.0,50.0,984.4301591918704,3.769446611404419
228,0.0,14.0,60.0,984.4296440803615,4.04884147644043
229,0.0,14.0,70.0,984.429696959739,3.5779051780700684
230,1.0,14.0,30.0,890.3992989721927,3.8039937019348145
231,1.0,14.0,40.0,890.4009578802771,3.2190277576446533
232,1.0,14.0,50.0,890.4026720952543,3.948843002319336
233,1.0,14.0,60.0,890.4009633796747,3.641160249710083
234,1.0,14.0,70.0,890.399879494153,3.4112372398376465
235,2.0,14.0,30.0,899.1514063150157,4.963800668716431
236,2.0,14.0,40.0,897.9211360020176,5.6367082595825195
237,2.0,14.0,50.0,897.9215335574997,4.033604860305786
238,2.0,14.0,60.0,897.9218781529487,3.9591355323791504
239,2.0,14.0,70.0,897.925381252744,7.350888729095459
240,3.0,14.0,30.0,974.7435388250879,3.7427890300750732
241,3.0,14.0,40.0,973.6471221856734,3.9472177028656006
242,3.0,14.0,50.0,973.6414101415144,3.8807506561279297
243,3.0,14.0,60.0,973.6414155796556,3.9597620964050293
244,3.0,14.0,70.0,973.641409428797,3.591918468475342
245,4.0,14.0,30.0,830.893595598615,3.819988489151001
246,4.0,14.0,40.0,830.8937407141614,3.4825689792633057
247,4.0,14.0,50.0,830.8957122679701,3.5080697536468506
248,4.0,14.0,60.0,830.8935880710313,3.7735166549682617
249,4.0,14.0,70.0,830.8936150419595,3.754237174987793
250,0.0,15.0,30.0,1015.3859174693861,4.3874595165252686
251,0.0,15.0,40.0,1015.3850835867884,4.416618824005127
252,0.0,15.0,50.0,1015.3873388367506,4.9670538902282715
253,0.0,15.0,60.0,1015.3848847550794,4.377809524536133
254,0.0,15.0,70.0,1015.3856177842945,3.8736493587493896
255,1.0,15.0,30.0,1005.8895473558375,4.233944654464722
256,1.0,15.0,40.0,1005.8888655305922,4.239191770553589
257,1.0,15.0,50.0,1005.8876099204114,4.2555296421051025
258,1.0,15.0,60.0,1005.8876160684566,4.6718690395355225
259,1.0,15.0,70.0,1005.8877875765288,5.470306873321533
260,2.0,15.0,30.0,1065.35898681441,4.762195110321045
261,2.0,15.0,40.0,1061.0113601938579,4.862795829772949
262,2.0,15.0,50.0,1061.0067022258415,4.552515029907227
263,2.0,15.0,60.0,1061.0067632911848,4.259549379348755
264,2.0,15.0,70.0,1061.0088555726065,4.747972249984741
265,3.0,15.0,30.0,923.0267115216844,6.53550386428833
266,3.0,15.0,40.0,923.0240886919911,5.267825603485107
267,3.0,15.0,50.0,923.0234512142642,9.573410272598267
268,3.0,15.0,60.0,923.0249010734287,5.110690355300903
269,3.0,15.0,70.0,923.0234798855175,4.94866418838501
270,4.0,15.0,30.0,999.0348120079018,4.810583114624023
271,4.0,15.0,40.0,999.0356188285733,4.103946924209595
272,4.0,15.0,50.0,999.0364866249743,4.743351459503174
273,4.0,15.0,60.0,999.0346058991365,3.960254669189453
274,4.0,15.0,70.0,999.0324999561569,4.758603811264038
