,Size,Instance,Capacity,GAP,NodeCount,Runtime,ObjVal,HeurTime,HeurVal
0,5.0,0.0,30.0,0.0,17178.0,34.643829345703125,332.3715279440502,0.4337644577026367,495.9343008624492
1,5.0,0.0,40.0,8.797677605563885e-09,23788.0,108.04656410217284,332.3715274364911,0.3508362770080566,520.3110735570818
2,5.0,0.0,50.0,9.444818075839008e-07,22121.0,103.05194282531738,332.37152611474704,0.3430678844451904,520.3111366465971
3,5.0,0.0,60.0,5.3186673431157065e-08,16831.0,71.94203186035156,332.37152788713274,0.3465340137481689,495.9643534342789
4,5.0,0.0,70.0,5.210060157120293e-06,19251.0,110.23799324035645,332.37152845521,0.4328839778900146,504.90717897157833
5,5.0,1.0,30.0,1.1781425142994215e-06,4256.0,13.996557235717772,463.3381536838838,0.3526277542114258,550.2102213870708
6,5.0,1.0,40.0,2.2442012053530703e-08,12133.0,71.19163131713867,459.508243196893,0.352097749710083,536.9573370488591
7,5.0,1.0,50.0,0.0,11468.0,50.18275451660156,458.0256213488065,0.3687982559204101,558.5038281250809
8,5.0,1.0,60.0,2.777748352469269e-09,32471.0,156.3830165863037,458.0256220273178,0.3358144760131836,552.9414719246049
9,5.0,1.0,70.0,2.097359849030693e-07,22289.0,112.59479522705078,458.0256215724109,0.3632287979125976,550.2102171877673
10,5.0,2.0,30.0,2.0978020955325607e-07,9434.0,44.01553916931152,427.461485893921,0.3447074890136719,526.8493794443984
11,5.0,2.0,40.0,6.718405808320807e-08,12191.0,51.30974006652832,405.5478781886335,0.3318145275115967,533.6707435338654
12,5.0,2.0,50.0,1.1221416309336674e-07,10991.0,56.935691833496094,405.547874166798,0.3196802139282226,526.8493766144343
13,5.0,2.0,60.0,0.0,13030.0,65.22351837158203,405.54787530239935,0.3266520500183105,546.8884319272427
14,5.0,2.0,70.0,0.0,6923.0,37.38898086547852,405.4706556537063,0.346221923828125,567.152674010774
15,5.0,3.0,30.0,3.76087079820426e-06,10860.0,37.440839767456055,367.7987113439694,0.2876813411712646,410.94508719703634
16,5.0,3.0,40.0,3.946777965055764e-05,9887.0,43.2473087310791,364.0261349769156,0.3533716201782226,424.6070960848516
17,5.0,3.0,50.0,7.5047702830497e-08,15095.0,70.61908721923828,362.6959571010058,0.3013567924499511,406.71189369662886
18,5.0,3.0,60.0,0.0,9487.0,36.53626251220703,362.69595333327305,0.3117694854736328,407.8929033304645
19,5.0,3.0,70.0,1.3229866182654235e-06,20578.0,48.17712211608887,362.69595581155096,0.3177340030670166,410.93681133373855
20,5.0,4.0,30.0,8.344963852909327e-05,22915.0,228.03199195861816,471.5622841972958,0.4265012741088867,642.6033767414796
21,5.0,4.0,40.0,2.30016679755749e-09,15102.0,45.97201919555664,441.1014125252236,0.309603214263916,624.5861121384684
22,5.0,4.0,50.0,2.624485391311309e-07,9428.0,98.2910614013672,441.101413248221,0.417349100112915,611.793553689779
23,5.0,4.0,60.0,3.0044704087343584e-07,29940.0,189.79228591918945,441.10141335926863,0.4147250652313232,625.5625980138794
24,5.0,4.0,70.0,1.290546308414001e-08,41089.0,397.0328941345215,441.1014131407423,0.3043522834777832,613.2995815000828
25,6.0,0.0,30.0,9.117297549450893e-08,38323.0,327.9666500091553,594.9334344963894,0.6538662910461426,706.6046986248657
26,6.0,0.0,40.0,3.1597050880620546e-07,42360.0,350.831485748291,558.2180504223817,0.677412748336792,708.5142100501938
27,6.0,0.0,50.0,2.2728227408014576e-08,54344.0,617.843204498291,532.1453707585089,0.7026500701904297,708.513956049109
28,6.0,0.0,60.0,1.4740044215058735e-06,48273.0,477.0139331817627,532.1453713575183,0.7382793426513672,709.0324935371684
29,6.0,0.0,70.0,3.712550100583787e-07,122493.0,3407.256010055542,532.1453683558393,0.8071703910827637,700.6054739247966
30,6.0,1.0,30.0,2.9226448426787203e-06,36730.0,574.5677890777588,475.021284724782,1.250077247619629,581.5794519129663
31,6.0,1.0,40.0,5.3613344194571565e-09,76505.0,1469.676555633545,453.9437536613301,1.286186933517456,567.0678814514836
32,6.0,1.0,50.0,1.42451733302652e-08,40952.0,536.9151382446289,453.87169099968986,1.2573707103729248,573.6919003279403
33,6.0,1.0,60.0,7.170922556430962e-09,37110.0,2474.116111755371,453.8716907855086,1.1041884422302246,560.9131089850526
34,6.0,1.0,70.0,5.658300922991666e-07,34281.0,463.9459533691406,453.871886592278,1.273859977722168,586.0033980506233
35,6.0,2.0,30.0,1.0492194152686245e-06,42144.0,663.5409984588623,403.4323541717787,0.3092377185821533,501.8841958402908
36,6.0,2.0,40.0,0.0,54114.0,1178.263542175293,403.4319333074032,0.4729297161102295,501.2112270678697
37,6.0,2.0,50.0,7.653089110029376e-09,56448.0,889.5543479919434,399.5124359479039,0.4873476028442383,503.6161125309575
38,6.0,2.0,60.0,1.2730567923580433e-06,50330.0,811.7506980895996,399.5129429083963,0.4969582557678222,526.2138566041452
39,6.0,2.0,70.0,3.191216472787282e-09,62505.0,975.717227935791,399.4900370993673,0.4982514381408691,502.9504558512283
40,6.0,3.0,30.0,0.0,56390.0,899.5297317504883,440.8995117141753,0.4914186000823974,625.3142029293222
41,6.0,3.0,40.0,7.832331936783794e-08,63391.0,2276.1689491271973,432.783036174556,0.5645322799682617,623.3959898121808
42,6.0,3.0,50.0,1.346088990737191e-06,95550.0,3992.690382003784,432.78303412311146,0.5132358074188232,622.2155807271126
43,6.0,3.0,60.0,5.578824514976653e-07,106350.0,6091.5906047821045,432.7830349151114,0.5323293209075928,625.4506426408736
44,6.0,3.0,70.0,9.53541672871672e-07,54237.0,3665.122636795044,432.78303592044426,0.5707311630249023,618.9383545673013
45,6.0,4.0,30.0,1.303718051236738e-07,41866.0,746.4065685272217,599.8794805362481,0.5014255046844482,740.5439153755392
46,6.0,4.0,40.0,8.053479329324462e-07,44897.0,382.067928314209,583.7835508211459,0.4715583324432373,740.5439264357426
47,6.0,4.0,50.0,6.043555012739953e-09,54287.0,773.0140209197998,557.3860944277726,0.4489908218383789,728.5628693197073
48,6.0,4.0,60.0,2.393930283694589e-05,18384.0,953.8165588378906,557.3860918830268,0.5194954872131348,735.3975133831294
49,6.0,4.0,70.0,7.378358262961779e-05,67926.0,1546.9033012390137,557.3971389690909,0.5000896453857422,737.2719274118942
50,7.0,0.0,30.0,4.901707526646522e-06,123579.0,4600.2996253967285,689.2814913198393,0.8789291381835938,769.4235961360866
51,7.0,0.0,40.0,0.4607668760010637,36583.0,7200.119041442871,732.8376580921974,0.8453373908996582,776.5309488881538
52,7.0,0.0,50.0,0.3886936056437423,37704.0,7200.142385482788,652.1420813762941,0.8555731773376465,773.7849331029662
53,7.0,0.0,60.0,0.4009668517613949,40947.0,7200.091329574585,689.2261171618438,0.8766016960144043,742.4606939431951
54,7.0,0.0,70.0,0.4698403586181873,32173.0,7200.123281478882,732.0748087585706,0.8213512897491455,758.4258166765151
55,7.0,1.0,30.0,0.4691567362564131,90129.0,7200.148014068604,449.42670479779616,0.8748819828033447,547.3978082941575
56,7.0,1.0,40.0,0.5787514593364057,18834.0,7200.21538734436,536.4460870916802,0.5817255973815918,546.793127745716
57,7.0,1.0,50.0,0.4746755160210208,22102.0,7200.1233959198,444.2568096195755,0.8305518627166748,552.7567636847633
58,7.0,1.0,60.0,0.3544345335028769,23166.0,7200.116996765137,391.87947484190727,0.8422236442565918,549.0279391342768
59,7.0,1.0,70.0,0.3607313187832444,79994.0,7200.170475006104,404.5619825831764,0.8357477188110352,547.5689648249225
60,7.0,2.0,30.0,0.4559476002591819,27591.0,7200.135448455811,479.6332514246831,0.9568548202514648,585.7255034484405
61,7.0,2.0,40.0,0.3627798481636751,99960.0,7200.361457824707,437.39069297997327,0.9487109184265136,575.9534257207864
62,7.0,2.0,50.0,0.4209005196931114,40830.0,7200.16265296936,479.54667531557294,0.8919823169708252,575.9852388262881
63,7.0,2.0,60.0,0.3132566821391621,107339.0,7200.120897293091,423.78941778220326,0.951805830001831,576.4758995254114
64,7.0,2.0,70.0,0.4806885518973489,104697.0,7200.201583862305,530.8400958480382,0.9092142581939696,581.2647682958369
65,7.0,3.0,30.0,0.2158462152481834,122878.0,7200.083179473877,560.3971929324472,0.6516385078430176,645.315870905237
